LNG_ROUTE_TIMESERIES_1,LNG_ROUTE_TIMESERIES_2,LNG_ROUTE_TIMESERIES_3,LNGShipped
NE,CT,20231129,0.0
NE,CT,20231121,0.0
NE,CT,20231228,0.0
NE,CT,20231218,0.0
DC,MN,20230103,0.0
DC,MN,20230130,0.0
DC,MN,20230213,0.0
DC,MN,20230216,0.0
DC,MN,20230306,0.0
DC,MN,20230315,0.0
DC,MN,20230403,0.0
DC,MN,20230410,0.0
DC,MN,20230530,0.0
DC,MN,20230517,0.0
DC,MN,20230630,0.0
DC,MN,20230615,0.0
DC,MN,20230727,0.0
DC,MN,20230710,0.0
DC,MN,20230803,0.0
DC,MN,20230831,0.0
DC,MN,20230906,0.0
DC,MN,20230912,0.0
DC,MN,20231005,0.0
DC,MN,20231020,0.0
DC,MN,20231129,0.0
DC,MN,20231121,0.0
DC,MN,20231228,0.0
DC,MN,20231218,0.0
OR,MD,20230103,0.0
OR,MD,20230130,0.0
OR,MD,20230213,0.0
OR,MD,20230216,0.0
OR,MD,20230306,0.0
OR,MD,20230315,0.0
OR,MD,20230403,0.0
OR,MD,20230410,0.0
OR,MD,20230530,0.0
OR,MD,20230517,0.0
OR,MD,20230630,0.0
OR,MD,20230615,0.0
OR,MD,20230727,0.0
OR,MD,20230710,0.0
OR,MD,20230803,0.0
OR,MD,20230831,0.0
OR,MD,20230906,0.0
OR,MD,20230912,0.0
OR,MD,20231005,0.0
OR,MD,20231020,0.0
OR,MD,20231129,0.0
OR,MD,20231121,0.0
OR,MD,20231228,0.0
OR,MD,20231218,0.0
NM,CO,20230103,0.0
NM,CO,20230130,0.0
NM,CO,20230213,0.0
NM,CO,20230216,0.0
NM,CO,20230306,0.0
NM,CO,20230315,0.0
NM,CO,20230403,0.0
NM,CO,20230410,0.0
NM,CO,20230530,0.0
NM,CO,20230517,0.0
NM,CO,20230630,0.0
NM,CO,20230615,0.0
NM,CO,20230727,0.0
NM,CO,20230710,0.0
NM,CO,20230803,0.0
NM,CO,20230831,0.0
NM,CO,20230906,0.0
NM,CO,20230912,0.0
NM,CO,20231005,0.0
NM,CO,20231020,0.0
NM,CO,20231129,0.0
NM,CO,20231121,0.0
NM,CO,20231228,0.0
NM,CO,20231218,0.0
SD,MO,20230103,0.0
SD,MO,20230130,0.0
SD,MO,20230213,0.0
SD,MO,20230216,0.0
SD,MO,20230306,0.0
SD,MO,20230315,0.0
SD,MO,20230403,0.0
SD,MO,20230410,0.0
SD,MO,20230530,0.0
SD,MO,20230517,0.0
SD,MO,20230630,0.0
SD,MO,20230615,0.0
SD,MO,20230727,0.0
SD,MO,20230710,0.0
SD,MO,20230803,0.0
SD,MO,20230831,0.0
SD,MO,20230906,0.0
SD,MO,20230912,0.0
SD,MO,20231005,0.0
SD,MO,20231020,0.0
SD,MO,20231129,0.0
SD,MO,20231121,0.0
SD,MO,20231228,0.0
SD,MO,20231218,0.0
MD,SC,20230103,0.0
MD,SC,20230130,0.0
MD,SC,20230213,0.0
MD,SC,20230216,0.0
MD,SC,20230306,0.0
MD,SC,20230315,0.0
MD,SC,20230403,0.0
MD,SC,20230410,0.0
MD,SC,20230530,0.0
MD,SC,20230517,0.0
MD,SC,20230630,0.0
MD,SC,20230615,0.0
MD,SC,20230727,0.0
MD,SC,20230710,0.0
MD,SC,20230803,0.0
MD,SC,20230831,0.0
MD,SC,20230906,0.0
MD,SC,20230912,0.0
MD,SC,20231005,0.0
MD,SC,20231020,0.0
MD,SC,20231129,0.0
MD,SC,20231121,0.0
MD,SC,20231228,0.0
MD,SC,20231218,0.0
MO,DE,20230103,0.0
MO,DE,20230130,0.0
MO,DE,20230213,0.0
MO,DE,20230216,0.0
MO,DE,20230306,0.0
MO,DE,20230315,0.0
MO,DE,20230403,0.0
MO,DE,20230410,0.0
MO,DE,20230530,0.0
MO,DE,20230517,0.0
MO,DE,20230630,0.0
MO,DE,20230615,0.0
MO,DE,20230727,0.0
MO,DE,20230710,0.0
MO,DE,20230803,0.0
MO,DE,20230831,0.0
MO,DE,20230906,0.0
MO,DE,20230912,0.0
MO,DE,20231005,0.0
MO,DE,20231020,0.0
MO,DE,20231129,0.0
MO,DE,20231121,0.0
MO,DE,20231228,0.0
MO,DE,20231218,0.0
OK,MO,20230103,0.0
OK,MO,20230130,0.0
OK,MO,20230213,0.0
OK,MO,20230216,0.0
OK,MO,20230306,0.0
OK,MO,20230315,0.0
OK,MO,20230403,0.0
OK,MO,20230410,0.0
OK,MO,20230530,0.0
OK,MO,20230517,0.0
OK,MO,20230630,0.0
OK,MO,20230615,0.0
OK,MO,20230727,0.0
OK,MO,20230710,0.0
OK,MO,20230803,0.0
OK,MO,20230831,0.0
OK,MO,20230906,0.0
OK,MO,20230912,0.0
OK,MO,20231005,0.0
OK,MO,20231020,0.0
OK,MO,20231129,0.0
OK,MO,20231121,0.0
OK,MO,20231228,0.0
OK,MO,20231218,0.0
MI,MT,20230103,0.0
MI,MT,20230130,0.0
MI,MT,20230213,0.0
MI,MT,20230216,0.0
MI,MT,20230306,0.0
MI,MT,20230315,0.0
MI,MT,20230403,0.0
MI,MT,20230410,0.0
MI,MT,20230530,0.0
MI,MT,20230517,0.0
MI,MT,20230630,0.0
MI,MT,20230615,0.0
MI,MT,20230727,0.0
MI,MT,20230710,0.0
MI,MT,20230803,0.0
MI,MT,20230831,0.0
MI,MT,20230906,0.0
MI,MT,20230912,0.0
MI,MT,20231005,0.0
MI,MT,20231020,0.0
MI,MT,20231129,0.0
MI,MT,20231121,0.0
MI,MT,20231228,0.0
MI,MT,20231218,0.0
WA,VA,20230103,0.0
WA,VA,20230130,0.0
WA,VA,20230213,0.0
WA,VA,20230216,0.0
WA,VA,20230306,0.0
WA,VA,20230315,0.0
WA,VA,20230403,0.0
WA,VA,20230410,0.0
WA,VA,20230530,0.0
WA,VA,20230517,0.0
WA,VA,20230630,0.0
WA,VA,20230615,0.0
WA,VA,20230727,0.0
WA,VA,20230710,0.0
WA,VA,20230803,0.0
WA,VA,20230831,0.0
WA,VA,20230906,0.0
WA,VA,20230912,0.0
WA,VA,20231005,0.0
WA,VA,20231020,0.0
WA,VA,20231129,0.0
WA,VA,20231121,0.0
WA,VA,20231228,0.0
WA,VA,20231218,0.0
MD,WA,20230103,0.0
MD,WA,20230130,0.0
MD,WA,20230213,0.0
MD,WA,20230216,0.0
MD,WA,20230306,0.0
MD,WA,20230315,0.0
MD,WA,20230403,0.0
MD,WA,20230410,0.0
MD,WA,20230530,0.0
MD,WA,20230517,0.0
MD,WA,20230630,0.0
MD,WA,20230615,0.0
MD,WA,20230727,0.0
MD,WA,20230710,0.0
MD,WA,20230803,0.0
MD,WA,20230831,0.0
MD,WA,20230906,0.0
MD,WA,20230912,0.0
MD,WA,20231005,0.0
MD,WA,20231020,0.0
MD,WA,20231129,0.0
MD,WA,20231121,0.0
MD,WA,20231228,0.0
MD,WA,20231218,0.0
MI,ND,20230103,0.0
MI,ND,20230130,0.0
MI,ND,20230213,0.0
MI,ND,20230216,0.0
MI,ND,20230306,0.0
MI,ND,20230315,0.0
MI,ND,20230403,0.0
MI,ND,20230410,0.0
MI,ND,20230530,0.0
MI,ND,20230517,0.0
MI,ND,20230630,0.0
MI,ND,20230615,0.0
MI,ND,20230727,0.0
MI,ND,20230710,0.0
MI,ND,20230803,0.0
MI,ND,20230831,0.0
MI,ND,20230906,0.0
MI,ND,20230912,0.0
MI,ND,20231005,0.0
MI,ND,20231020,0.0
MI,ND,20231129,0.0
MI,ND,20231121,0.0
MI,ND,20231228,0.0
MI,ND,20231218,0.0
KS,SD,20230103,0.0
KS,SD,20230130,0.0
KS,SD,20230213,0.0
KS,SD,20230216,0.0
KS,SD,20230306,0.0
KS,SD,20230315,0.0
KS,SD,20230403,0.0
KS,SD,20230410,0.0
KS,SD,20230530,0.0
KS,SD,20230517,0.0
KS,SD,20230630,0.0
KS,SD,20230615,0.0
KS,SD,20230727,0.0
KS,SD,20230710,0.0
KS,SD,20230803,0.0
KS,SD,20230831,0.0
KS,SD,20230906,0.0
KS,SD,20230912,0.0
KS,SD,20231005,0.0
KS,SD,20231020,0.0
KS,SD,20231129,0.0
KS,SD,20231121,0.0
KS,SD,20231228,0.0
KS,SD,20231218,0.0
GA,NY,20230103,0.0
GA,NY,20230130,0.0
GA,NY,20230213,0.0
GA,NY,20230216,0.0
GA,NY,20230306,0.0
GA,NY,20230315,0.0
GA,NY,20230403,0.0
GA,NY,20230410,0.0
GA,NY,20230530,0.0
GA,NY,20230517,0.0
GA,NY,20230630,0.0
GA,NY,20230615,0.0
GA,NY,20230727,0.0
GA,NY,20230710,0.0
GA,NY,20230803,0.0
GA,NY,20230831,0.0
GA,NY,20230906,0.0
GA,NY,20230912,0.0
GA,NY,20231005,0.0
GA,NY,20231020,0.0
GA,NY,20231129,0.0
GA,NY,20231121,0.0
GA,NY,20231228,0.0
GA,NY,20231218,0.0
NE,GA,20230103,0.0
NE,GA,20230130,0.0
NE,GA,20230213,0.0
NE,GA,20230216,0.0
NE,GA,20230306,0.0
NE,GA,20230315,0.0
NE,GA,20230403,0.0
NE,GA,20230410,0.0
NE,GA,20230530,0.0
NE,GA,20230517,0.0
NE,GA,20230630,0.0
NE,GA,20230615,0.0
NE,GA,20230727,0.0
NE,GA,20230710,0.0
NE,GA,20230803,0.0
NE,GA,20230831,0.0
NE,GA,20230906,0.0
NE,GA,20230912,0.0
NE,GA,20231005,0.0
NE,GA,20231020,0.0
NE,GA,20231129,0.0
NE,GA,20231121,0.0
NE,GA,20231228,0.0
NE,GA,20231218,0.0
ND,CA,20230103,0.0
ND,CA,20230130,0.0
ND,CA,20230213,0.0
ND,CA,20230216,0.0
ND,CA,20230306,0.0
ND,CA,20230315,0.0
ND,CA,20230403,0.0
ND,CA,20230410,0.0
ND,CA,20230530,0.0
ND,CA,20230517,0.0
ND,CA,20230630,0.0
ND,CA,20230615,0.0
ND,CA,20230727,0.0
ND,CA,20230710,0.0
ND,CA,20230803,0.0
ND,CA,20230831,0.0
ND,CA,20230906,0.0
ND,CA,20230912,0.0
ND,CA,20231005,0.0
ND,CA,20231020,0.0
ND,CA,20231129,0.0
ND,CA,20231121,0.0
ND,CA,20231228,0.0
ND,CA,20231218,0.0
IL,KS,20230103,0.0
IL,KS,20230130,0.0
IL,KS,20230213,0.0
IL,KS,20230216,0.0
IL,KS,20230306,0.0
IL,KS,20230315,0.0
IL,KS,20230403,0.0
IL,KS,20230410,0.0
IL,KS,20230530,0.0
IL,KS,20230517,0.0
IL,KS,20230630,0.0
IL,KS,20230615,0.0
IL,KS,20230727,0.0
IL,KS,20230710,0.0
IL,KS,20230803,0.0
IL,KS,20230831,0.0
IL,KS,20230906,0.0
IL,KS,20230912,0.0
IL,KS,20231005,0.0
IL,KS,20231020,0.0
IL,KS,20231129,0.0
IL,KS,20231121,0.0
IL,KS,20231228,0.0
IL,KS,20231218,0.0
NC,WV,20230103,0.0
NC,WV,20230130,0.0
NC,WV,20230213,0.0
NC,WV,20230216,0.0
NC,WV,20230306,0.0
NC,WV,20230315,0.0
NC,WV,20230403,0.0
NC,WV,20230410,0.0
NC,WV,20230530,0.0
NC,WV,20230517,0.0
NC,WV,20230630,0.0
NC,WV,20230615,0.0
NC,WV,20230727,0.0
NC,WV,20230710,0.0
NC,WV,20230803,0.0
NC,WV,20230831,0.0
NC,WV,20230906,0.0
NC,WV,20230912,0.0
NC,WV,20231005,0.0
NC,WV,20231020,0.0
NC,WV,20231129,0.0
NC,WV,20231121,0.0
NC,WV,20231228,0.0
NC,WV,20231218,0.0
ND,SC,20230103,0.0
ND,SC,20230130,0.0
ND,SC,20230213,0.0
ND,SC,20230216,0.0
ND,SC,20230306,0.0
ND,SC,20230315,0.0
ND,SC,20230403,0.0
ND,SC,20230410,0.0
ND,SC,20230530,0.0
ND,SC,20230517,0.0
ND,SC,20230630,0.0
ND,SC,20230615,0.0
ND,SC,20230727,0.0
ND,SC,20230710,0.0
ND,SC,20230803,0.0
ND,SC,20230831,0.0
ND,SC,20230906,0.0
ND,SC,20230912,0.0
ND,SC,20231005,0.0
ND,SC,20231020,0.0
ND,SC,20231129,0.0
ND,SC,20231121,0.0
ND,SC,20231228,0.0
ND,SC,20231218,0.0
MD,OR,20230103,0.0
MD,OR,20230130,0.0
MD,OR,20230213,0.0
MD,OR,20230216,0.0
MD,OR,20230306,0.0
MD,OR,20230315,0.0
MD,OR,20230403,0.0
MD,OR,20230410,0.0
MD,OR,20230530,0.0
MD,OR,20230517,0.0
MD,OR,20230630,0.0
MD,OR,20230615,0.0
MD,OR,20230727,0.0
MD,OR,20230710,0.0
MD,OR,20230803,0.0
MD,OR,20230831,0.0
MD,OR,20230906,0.0
MD,OR,20230912,0.0
MD,OR,20231005,0.0
MD,OR,20231020,0.0
MD,OR,20231129,0.0
MD,OR,20231121,0.0
MD,OR,20231228,0.0
MD,OR,20231218,0.0
CA,MD,20230103,0.0
CA,MD,20230130,0.0
CA,MD,20230213,0.0
CA,MD,20230216,0.0
CA,MD,20230306,0.0
CA,MD,20230315,0.0
CA,MD,20230403,0.0
CA,MD,20230410,0.0
CA,MD,20230530,0.0
CA,MD,20230517,0.0
CA,MD,20230630,0.0
CA,MD,20230615,0.0
CA,MD,20230727,0.0
CA,MD,20230710,0.0
CA,MD,20230803,0.0
CA,MD,20230831,0.0
CA,MD,20230906,0.0
CA,MD,20230912,0.0
CA,MD,20231005,0.0
CA,MD,20231020,0.0
CA,MD,20231129,0.0
CA,MD,20231121,0.0
CA,MD,20231228,0.0
CA,MD,20231218,0.0
ND,WA,20230103,0.0
ND,WA,20230130,0.0
ND,WA,20230213,0.0
ND,WA,20230216,0.0
ND,WA,20230306,0.0
ND,WA,20230315,0.0
ND,WA,20230403,0.0
ND,WA,20230410,0.0
ND,WA,20230530,0.0
ND,WA,20230517,0.0
ND,WA,20230630,0.0
ND,WA,20230615,0.0
ND,WA,20230727,0.0
ND,WA,20230710,0.0
ND,WA,20230803,0.0
ND,WA,20230831,0.0
ND,WA,20230906,0.0
ND,WA,20230912,0.0
ND,WA,20231005,0.0
ND,WA,20231020,0.0
ND,WA,20231129,0.0
ND,WA,20231121,0.0
ND,WA,20231228,0.0
ND,WA,20231218,0.0
WI,NJ,20230103,0.0
WI,NJ,20230130,0.0
WI,NJ,20230213,0.0
WI,NJ,20230216,0.0
WI,NJ,20230306,0.0
WI,NJ,20230315,0.0
WI,NJ,20230403,0.0
WI,NJ,20230410,0.0
WI,NJ,20230530,0.0
WI,NJ,20230517,0.0
WI,NJ,20230630,0.0
WI,NJ,20230615,0.0
WI,NJ,20230727,0.0
WI,NJ,20230710,0.0
WI,NJ,20230803,0.0
WI,NJ,20230831,0.0
WI,NJ,20230906,0.0
WI,NJ,20230912,0.0
WI,NJ,20231005,0.0
WI,NJ,20231020,0.0
WI,NJ,20231129,0.0
WI,NJ,20231121,0.0
WI,NJ,20231228,0.0
WI,NJ,20231218,0.0
MT,ND,20230103,0.0
MT,ND,20230130,0.0
MT,ND,20230213,0.0
MT,ND,20230216,0.0
MT,ND,20230306,0.0
MT,ND,20230315,0.0
MT,ND,20230403,0.0
MT,ND,20230410,0.0
MT,ND,20230530,0.0
MT,ND,20230517,0.0
MT,ND,20230630,0.0
MT,ND,20230615,0.0
MT,ND,20230727,0.0
MT,ND,20230710,0.0
MT,ND,20230803,0.0
MT,ND,20230831,0.0
MT,ND,20230906,0.0
MT,ND,20230912,0.0
MT,ND,20231005,0.0
MT,ND,20231020,0.0
MT,ND,20231129,0.0
MT,ND,20231121,0.0
MT,ND,20231228,0.0
MT,ND,20231218,0.0
DE,AL,20230103,0.0
DE,AL,20230130,0.0
DE,AL,20230213,0.0
DE,AL,20230216,0.0
DE,AL,20230306,0.0
DE,AL,20230315,0.0
DE,AL,20230403,0.0
DE,AL,20230410,0.0
DE,AL,20230530,0.0
DE,AL,20230517,0.0
DE,AL,20230630,0.0
DE,AL,20230615,0.0
DE,AL,20230727,0.0
DE,AL,20230710,0.0
DE,AL,20230803,0.0
DE,AL,20230831,0.0
DE,AL,20230906,0.0
DE,AL,20230912,0.0
DE,AL,20231005,0.0
DE,AL,20231020,0.0
DE,AL,20231129,0.0
DE,AL,20231121,0.0
DE,AL,20231228,0.0
DE,AL,20231218,0.0
DE,AR,20230103,0.0
DE,AR,20230130,0.0
DE,AR,20230213,0.0
DE,AR,20230216,0.0
DE,AR,20230306,0.0
DE,AR,20230315,0.0
DE,AR,20230403,0.0
DE,AR,20230410,0.0
DE,AR,20230530,0.0
DE,AR,20230517,0.0
DE,AR,20230630,0.0
DE,AR,20230615,0.0
DE,AR,20230727,0.0
DE,AR,20230710,0.0
DE,AR,20230803,0.0
DE,AR,20230831,0.0
DE,AR,20230906,0.0
DE,AR,20230912,0.0
DE,AR,20231005,0.0
DE,AR,20231020,0.0
DE,AR,20231129,0.0
DE,AR,20231121,0.0
DE,AR,20231228,0.0
DE,AR,20231218,0.0
TN,VA,20230103,0.0
TN,VA,20230130,0.0
TN,VA,20230213,0.0
TN,VA,20230216,0.0
TN,VA,20230306,0.0
TN,VA,20230315,0.0
TN,VA,20230403,0.0
TN,VA,20230410,0.0
TN,VA,20230530,0.0
TN,VA,20230517,0.0
TN,VA,20230630,0.0
TN,VA,20230615,0.0
TN,VA,20230727,0.0
TN,VA,20230710,0.0
TN,VA,20230803,0.0
TN,VA,20230831,0.0
TN,VA,20230906,0.0
TN,VA,20230912,0.0
TN,VA,20231005,0.0
TN,VA,20231020,0.0
TN,VA,20231129,0.0
TN,VA,20231121,0.0
TN,VA,20231228,0.0
TN,VA,20231218,0.0
PA,AZ,20230103,0.0
PA,AZ,20230130,0.0
PA,AZ,20230213,0.0
PA,AZ,20230216,0.0
PA,AZ,20230306,0.0
PA,AZ,20230315,0.0
PA,AZ,20230403,0.0
PA,AZ,20230410,0.0
PA,AZ,20230530,0.0
PA,AZ,20230517,0.0
PA,AZ,20230630,0.0
PA,AZ,20230615,0.0
PA,AZ,20230727,0.0
PA,AZ,20230710,0.0
PA,AZ,20230803,0.0
PA,AZ,20230831,0.0
PA,AZ,20230906,0.0
PA,AZ,20230912,0.0
PA,AZ,20231005,0.0
PA,AZ,20231020,0.0
PA,AZ,20231129,0.0
PA,AZ,20231121,0.0
PA,AZ,20231228,0.0
PA,AZ,20231218,0.0
SD,KY,20230103,0.0
SD,KY,20230130,0.0
SD,KY,20230213,0.0
SD,KY,20230216,0.0
SD,KY,20230306,0.0
SD,KY,20230315,0.0
SD,KY,20230403,0.0
SD,KY,20230410,0.0
SD,KY,20230530,0.0
SD,KY,20230517,0.0
SD,KY,20230630,0.0
SD,KY,20230615,0.0
SD,KY,20230727,0.0
SD,KY,20230710,0.0
SD,KY,20230803,0.0
SD,KY,20230831,0.0
SD,KY,20230906,0.0
SD,KY,20230912,0.0
SD,KY,20231005,0.0
SD,KY,20231020,0.0
SD,KY,20231129,0.0
SD,KY,20231121,0.0
SD,KY,20231228,0.0
SD,KY,20231218,0.0
NH,AL,20230103,0.0
NH,AL,20230130,0.0
NH,AL,20230213,0.0
NH,AL,20230216,0.0
NH,AL,20230306,0.0
NH,AL,20230315,0.0
NH,AL,20230403,0.0
NH,AL,20230410,0.0
NH,AL,20230530,0.0
NH,AL,20230517,0.0
NH,AL,20230630,0.0
NH,AL,20230615,0.0
NH,AL,20230727,0.0
NH,AL,20230710,0.0
NH,AL,20230803,0.0
NH,AL,20230831,0.0
NH,AL,20230906,0.0
NH,AL,20230912,0.0
NH,AL,20231005,0.0
NH,AL,20231020,0.0
NH,AL,20231129,0.0
NH,AL,20231121,0.0
NH,AL,20231228,0.0
NH,AL,20231218,0.0
CT,OH,20230103,0.0
