GENERATION_PROJECT,PERIOD,gen_tech,gen_load_zone,gen_energy_source,BuildGen,BuildStorageEnergy,GenCapitalOutlay
NWPP_batteries_1,2023,Batteries,NWPP,Electricity,.,.,.
NWPP_biomass_1,2023,Biomass,NWPP,Waste_biomass,.,.,.
NWPP_biomass_2,2023,Biomass,NWPP,Waste_biomass,.,.,.
NWPP_conventional_hydroelectric_1,2023,Conventional Hydroelectric,NWPP,Water,18,.,0
NWPP_conventional_steam_coal_1,2023,Conventional Steam Coal,NWPP,Coal,.,.,.
NWPP_conventional_steam_coal_2,2023,Conventional Steam Coal,NWPP,Coal,.,.,.
NWPP_geothermal_1,2023,Geothermal,NWPP,Heat,.,.,.
NWPP_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,NWPP,Electricity,.,.,.
NWPP_nuclear_1,2023,Nuclear,NWPP,Uranium,.,.,.
NWPP_onshore_wind_turbine_1,2023,Onshore Wind Turbine,NWPP,Wind,.,.,.
NWPP_petroleum_liquids_1,2023,Petroleum Liquids,NWPP,Distillate,.,.,.
NWPP_small_hydroelectric_1,2023,Small Hydroelectric,NWPP,Water,.,.,.
NWPP_solar_photovoltaic_1,2023,Solar Photovoltaic,NWPP,Solar,527.8,.,0
NYCW_batteries_1,2023,Batteries,NYCW,Electricity,7.5,15,0
NYCW_biomass_1,2023,Biomass,NYCW,Waste_biomass,.,.,.
NYCW_biomass_2,2023,Biomass,NYCW,Waste_biomass,.,.,.
NYCW_petroleum_liquids_1,2023,Petroleum Liquids,NYCW,Distillate,2.5,.,0
NYCW_solar_photovoltaic_1,2023,Solar Photovoltaic,NYCW,Solar,.,.,.
NYUP_batteries_1,2023,Batteries,NYUP,Electricity,45,90,0
NYUP_biomass_1,2023,Biomass,NYUP,Waste_biomass,.,.,.
NYUP_biomass_2,2023,Biomass,NYUP,Waste_biomass,.,.,.
NYUP_conventional_hydroelectric_1,2023,Conventional Hydroelectric,NYUP,Water,.,.,.
NYUP_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,NYUP,Electricity,.,.,.
NYUP_nuclear_1,2023,Nuclear,NYUP,Uranium,.,.,.
NYUP_onshore_wind_turbine_1,2023,Onshore Wind Turbine,NYUP,Wind,556.5,.,0
NYUP_petroleum_liquids_1,2023,Petroleum Liquids,NYUP,Distillate,.,.,.
NYUP_small_hydroelectric_1,2023,Small Hydroelectric,NYUP,Water,.,.,.
NYUP_solar_photovoltaic_1,2023,Solar Photovoltaic,NYUP,Solar,331.6,.,0
PJMC_batteries_1,2023,Batteries,PJMC,Electricity,.,.,.
PJMC_biomass_1,2023,Biomass,PJMC,Waste_biomass,.,.,.
PJMC_biomass_2,2023,Biomass,PJMC,Waste_biomass,.,.,.
PJMC_conventional_hydroelectric_1,2023,Conventional Hydroelectric,PJMC,Water,.,.,.
PJMC_conventional_steam_coal_1,2023,Conventional Steam Coal,PJMC,Coal,.,.,.
PJMC_conventional_steam_coal_2,2023,Conventional Steam Coal,PJMC,Coal,.,.,.
PJMC_nuclear_1,2023,Nuclear,PJMC,Uranium,.,.,.
PJMC_onshore_wind_turbine_1,2023,Onshore Wind Turbine,PJMC,Wind,368.1,.,0
PJMC_petroleum_liquids_1,2023,Petroleum Liquids,PJMC,Distillate,.,.,.
PJMC_small_hydroelectric_1,2023,Small Hydroelectric,PJMC,Water,.,.,.
PJMC_solar_photovoltaic_1,2023,Solar Photovoltaic,PJMC,Solar,130.7,.,0
PJMD_batteries_1,2023,Batteries,PJMD,Electricity,20,40,0
PJMD_biomass_1,2023,Biomass,PJMD,Waste_biomass,.,.,.
PJMD_biomass_2,2023,Biomass,PJMD,Waste_biomass,.,.,.
PJMD_conventional_hydroelectric_1,2023,Conventional Hydroelectric,PJMD,Water,.,.,.
PJMD_conventional_steam_coal_1,2023,Conventional Steam Coal,PJMD,Coal,.,.,.
PJMD_conventional_steam_coal_2,2023,Conventional Steam Coal,PJMD,Coal,.,.,.
PJMD_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,PJMD,Electricity,.,.,.
PJMD_nuclear_1,2023,Nuclear,PJMD,Uranium,.,.,.
PJMD_onshore_wind_turbine_1,2023,Onshore Wind Turbine,PJMD,Wind,.,.,.
PJMD_petroleum_liquids_1,2023,Petroleum Liquids,PJMD,Distillate,.,.,.
PJMD_small_hydroelectric_1,2023,Small Hydroelectric,PJMD,Water,.,.,.
PJMD_solar_photovoltaic_1,2023,Solar Photovoltaic,PJMD,Solar,824.7,.,0
PJME_batteries_1,2023,Batteries,PJME,Electricity,27,54,0
PJME_biomass_1,2023,Biomass,PJME,Waste_biomass,.,.,.
PJME_biomass_2,2023,Biomass,PJME,Waste_biomass,.,.,.
PJME_conventional_hydroelectric_1,2023,Conventional Hydroelectric,PJME,Water,.,.,.
PJME_conventional_steam_coal_1,2023,Conventional Steam Coal,PJME,Coal,.,.,.
PJME_conventional_steam_coal_2,2023,Conventional Steam Coal,PJME,Coal,.,.,.
PJME_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,PJME,Electricity,.,.,.
PJME_nuclear_1,2023,Nuclear,PJME,Uranium,.,.,.
PJME_onshore_wind_turbine_1,2023,Onshore Wind Turbine,PJME,Wind,.,.,.
PJME_petroleum_liquids_1,2023,Petroleum Liquids,PJME,Distillate,24.3,.,0
PJME_small_hydroelectric_1,2023,Small Hydroelectric,PJME,Water,.,.,.
PJME_solar_photovoltaic_1,2023,Solar Photovoltaic,PJME,Solar,358,.,0
PJMW_batteries_1,2023,Batteries,PJMW,Electricity,18,36,0
PJMW_biomass_1,2023,Biomass,PJMW,Waste_biomass,.,.,.
PJMW_biomass_2,2023,Biomass,PJMW,Waste_biomass,.,.,.
PJMW_conventional_hydroelectric_1,2023,Conventional Hydroelectric,PJMW,Water,.,.,.
PJMW_conventional_steam_coal_1,2023,Conventional Steam Coal,PJMW,Coal,.,.,.
PJMW_conventional_steam_coal_2,2023,Conventional Steam Coal,PJMW,Coal,.,.,.
PJMW_conventional_steam_coal_3,2023,Conventional Steam Coal,PJMW,Coal,.,.,.
PJMW_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,PJMW,Electricity,.,.,.
PJMW_nuclear_1,2023,Nuclear,PJMW,Uranium,.,.,.
PJMW_onshore_wind_turbine_1,2023,Onshore Wind Turbine,PJMW,Wind,92.1,.,0
PJMW_petroleum_liquids_1,2023,Petroleum Liquids,PJMW,Distillate,10.8,.,0
PJMW_small_hydroelectric_1,2023,Small Hydroelectric,PJMW,Water,6.3,.,0
PJMW_solar_photovoltaic_1,2023,Solar Photovoltaic,PJMW,Solar,1199.9,.,0
RMRG_batteries_1,2023,Batteries,RMRG,Electricity,230,335,0
RMRG_biomass_1,2023,Biomass,RMRG,Waste_biomass,.,.,.
RMRG_biomass_2,2023,Biomass,RMRG,Waste_biomass,.,.,.
RMRG_conventional_hydroelectric_1,2023,Conventional Hydroelectric,RMRG,Water,.,.,.
RMRG_conventional_steam_coal_1,2023,Conventional Steam Coal,RMRG,Coal,.,.,.
RMRG_conventional_steam_coal_2,2023,Conventional Steam Coal,RMRG,Coal,.,.,.
RMRG_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,RMRG,Electricity,.,.,.
RMRG_onshore_wind_turbine_1,2023,Onshore Wind Turbine,RMRG,Wind,.,.,.
RMRG_petroleum_liquids_1,2023,Petroleum Liquids,RMRG,Distillate,.,.,.
RMRG_small_hydroelectric_1,2023,Small Hydroelectric,RMRG,Water,.,.,.
RMRG_solar_photovoltaic_1,2023,Solar Photovoltaic,RMRG,Solar,921,.,0
SPPC_batteries_1,2023,Batteries,SPPC,Electricity,.,.,.
SPPC_biomass_1,2023,Biomass,SPPC,Waste_biomass,.,.,.
SPPC_biomass_2,2023,Biomass,SPPC,Waste_biomass,.,.,.
SPPC_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SPPC,Water,.,.,.
SPPC_conventional_steam_coal_1,2023,Conventional Steam Coal,SPPC,Coal,.,.,.
SPPC_conventional_steam_coal_2,2023,Conventional Steam Coal,SPPC,Coal,.,.,.
SPPC_nuclear_1,2023,Nuclear,SPPC,Uranium,.,.,.
SPPC_onshore_wind_turbine_1,2023,Onshore Wind Turbine,SPPC,Wind,200,.,0
SPPC_petroleum_liquids_1,2023,Petroleum Liquids,SPPC,Distillate,3,.,0
SPPC_small_hydroelectric_1,2023,Small Hydroelectric,SPPC,Water,.,.,.
SPPC_solar_photovoltaic_1,2023,Solar Photovoltaic,SPPC,Solar,12,.,0
SPPN_batteries_1,2023,Batteries,SPPN,Electricity,.,.,.
SPPN_biomass_1,2023,Biomass,SPPN,Waste_biomass,.,.,.
SPPN_biomass_2,2023,Biomass,SPPN,Waste_biomass,.,.,.
SPPN_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SPPN,Water,.,.,.
SPPN_conventional_steam_coal_1,2023,Conventional Steam Coal,SPPN,Coal,.,.,.
SPPN_conventional_steam_coal_2,2023,Conventional Steam Coal,SPPN,Coal,.,.,.
SPPN_nuclear_1,2023,Nuclear,SPPN,Uranium,.,.,.
SPPN_onshore_wind_turbine_1,2023,Onshore Wind Turbine,SPPN,Wind,804,.,0
SPPN_petroleum_liquids_1,2023,Petroleum Liquids,SPPN,Distillate,.,.,.
SPPN_small_hydroelectric_1,2023,Small Hydroelectric,SPPN,Water,.,.,.
SPPN_solar_photovoltaic_1,2023,Solar Photovoltaic,SPPN,Solar,81,.,0
SPPS_batteries_1,2023,Batteries,SPPS,Electricity,.,.,.
SPPS_biomass_1,2023,Biomass,SPPS,Waste_biomass,.,.,.
SPPS_biomass_2,2023,Biomass,SPPS,Waste_biomass,.,.,.
SPPS_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SPPS,Water,.,.,.
SPPS_conventional_steam_coal_1,2023,Conventional Steam Coal,SPPS,Coal,.,.,.
SPPS_conventional_steam_coal_2,2023,Conventional Steam Coal,SPPS,Coal,.,.,.
SPPS_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,SPPS,Electricity,.,.,.
SPPS_onshore_wind_turbine_1,2023,Onshore Wind Turbine,SPPS,Wind,1319.7,.,0
SPPS_petroleum_liquids_1,2023,Petroleum Liquids,SPPS,Distillate,3,.,0
SPPS_small_hydroelectric_1,2023,Small Hydroelectric,SPPS,Water,.,.,.
SPPS_solar_photovoltaic_1,2023,Solar Photovoltaic,SPPS,Solar,50,.,0
SRCA_batteries_1,2023,Batteries,SRCA,Electricity,130.8,261.6,0
SRCA_biomass_1,2023,Biomass,SRCA,Waste_biomass,.,.,.
SRCA_biomass_2,2023,Biomass,SRCA,Waste_biomass,.,.,.
SRCA_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SRCA,Water,.,.,.
SRCA_conventional_steam_coal_1,2023,Conventional Steam Coal,SRCA,Coal,.,.,.
SRCA_conventional_steam_coal_2,2023,Conventional Steam Coal,SRCA,Coal,.,.,.
SRCA_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,SRCA,Electricity,.,.,.
SRCA_nuclear_1,2023,Nuclear,SRCA,Uranium,.,.,.
SRCA_petroleum_liquids_1,2023,Petroleum Liquids,SRCA,Distillate,.,.,.
SRCA_small_hydroelectric_1,2023,Small Hydroelectric,SRCA,Water,.,.,.
SRCA_solar_photovoltaic_1,2023,Solar Photovoltaic,SRCA,Solar,650.8,.,0
SRCE_batteries_1,2023,Batteries,SRCE,Electricity,121.3,242.6,0
SRCE_biomass_1,2023,Biomass,SRCE,Waste_biomass,.,.,.
SRCE_biomass_2,2023,Biomass,SRCE,Waste_biomass,.,.,.
SRCE_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SRCE,Water,.,.,.
SRCE_conventional_steam_coal_1,2023,Conventional Steam Coal,SRCE,Coal,.,.,.
SRCE_conventional_steam_coal_2,2023,Conventional Steam Coal,SRCE,Coal,.,.,.
SRCE_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,SRCE,Electricity,.,.,.
SRCE_nuclear_1,2023,Nuclear,SRCE,Uranium,.,.,.
SRCE_onshore_wind_turbine_1,2023,Onshore Wind Turbine,SRCE,Wind,.,.,.
SRCE_petroleum_liquids_1,2023,Petroleum Liquids,SRCE,Distillate,.,.,.
SRCE_small_hydroelectric_1,2023,Small Hydroelectric,SRCE,Water,.,.,.
SRCE_solar_photovoltaic_1,2023,Solar Photovoltaic,SRCE,Solar,711.3,.,0
SRSE_batteries_1,2023,Batteries,SRSE,Electricity,.,.,.
SRSE_biomass_1,2023,Biomass,SRSE,Waste_biomass,28.8,.,0
SRSE_biomass_2,2023,Biomass,SRSE,Waste_biomass,.,.,.
SRSE_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SRSE,Water,.,.,.
SRSE_conventional_steam_coal_1,2023,Conventional Steam Coal,SRSE,Coal,.,.,.
SRSE_conventional_steam_coal_2,2023,Conventional Steam Coal,SRSE,Coal,.,.,.
SRSE_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,SRSE,Electricity,.,.,.
SRSE_nuclear_1,2023,Nuclear,SRSE,Uranium,1114,.,0
SRSE_petroleum_liquids_1,2023,Petroleum Liquids,SRSE,Distillate,.,.,.
SRSE_small_hydroelectric_1,2023,Small Hydroelectric,SRSE,Water,.,.,.
SRSE_solar_photovoltaic_1,2023,Solar Photovoltaic,SRSE,Solar,1605.2,.,0
SRSG_batteries_1,2023,Batteries,SRSG,Electricity,1320,2640,0
SRSG_biomass_1,2023,Biomass,SRSG,Waste_biomass,.,.,.
SRSG_biomass_2,2023,Biomass,SRSG,Waste_biomass,.,.,.
SRSG_conventional_hydroelectric_1,2023,Conventional Hydroelectric,SRSG,Water,.,.,.
SRSG_conventional_steam_coal_1,2023,Conventional Steam Coal,SRSG,Coal,.,.,.
SRSG_conventional_steam_coal_2,2023,Conventional Steam Coal,SRSG,Coal,.,.,.
SRSG_geothermal_1,2023,Geothermal,SRSG,Heat,.,.,.
SRSG_hydroelectric_pumped_storage_1,2023,Hydroelectric Pumped Storage,SRSG,Electricity,.,.,.
SRSG_nuclear_1,2023,Nuclear,SRSG,Uranium,.,.,.
SRSG_onshore_wind_turbine_1,2023,Onshore Wind Turbine,SRSG,Wind,238.2,.,0
SRSG_petroleum_liquids_1,2023,Petroleum Liquids,SRSG,Distillate,.,.,.
SRSG_small_hydroelectric_1,2023,Small Hydroelectric,SRSG,Water,.,.,.
SRSG_solar_photovoltaic_1,2023,Solar Photovoltaic,SRSG,Solar,1540.3,.,0
TRE_batteries_1,2023,Batteries,TRE,Electricity,1130.8,2051.7,0
TRE_biomass_1,2023,Biomass,TRE,Waste_biomass,.,.,.
TRE_biomass_2,2023,Biomass,TRE,Waste_biomass,.,.,.
TRE_conventional_hydroelectric_1,2023,Conventional Hydroelectric,TRE,Water,.,.,.
TRE_conventional_steam_coal_1,2023,Conventional Steam Coal,TRE,Coal,.,.,.
TRE_conventional_steam_coal_2,2023,Conventional Steam Coal,TRE,Coal,.,.,.
TRE_nuclear_1,2023,Nuclear,TRE,Uranium,.,.,.
TRE_onshore_wind_turbine_1,2023,Onshore Wind Turbine,TRE,Wind,900.6,.,0
TRE_petroleum_liquids_1,2023,Petroleum Liquids,TRE,Distillate,.,.,.
TRE_small_hydroelectric_1,2023,Small Hydroelectric,TRE,Water,.,.,.
TRE_solar_photovoltaic_1,2023,Solar Photovoltaic,TRE,Solar,3987.8,.,0
TREW_batteries_1,2023,Batteries,TREW,Electricity,913.8,1797.9,0
TREW_onshore_wind_turbine_1,2023,Onshore Wind Turbine,TREW,Wind,1300.1,.,0
TREW_petroleum_liquids_1,2023,Petroleum Liquids,TREW,Distillate,.,.,.
TREW_solar_photovoltaic_1,2023,Solar Photovoltaic,TREW,Solar,1474.6,.,0
BASN_distributed_generation_1,2023,distributed_generation,BASN,Solar,859,.,0
CANO_distributed_generation_1,2023,distributed_generation,CANO,Solar,3582,.,0
CASO_distributed_generation_1,2023,distributed_generation,CASO,Solar,5574,.,0
FRCC_distributed_generation_1,2023,distributed_generation,FRCC,Solar,1322,.,0
ISNE_distributed_generation_1,2023,distributed_generation,ISNE,Solar,3528,.,0
MISC_distributed_generation_1,2023,distributed_generation,MISC,Solar,355,.,0
MISE_distributed_generation_1,2023,distributed_generation,MISE,Solar,223,.,0
MISS_distributed_generation_1,2023,distributed_generation,MISS,Solar,948,.,0
MISW_distributed_generation_1,2023,distributed_generation,MISW,Solar,1019,.,0
NWPP_distributed_generation_1,2023,distributed_generation,NWPP,Solar,697,.,0
NYCW_distributed_generation_1,2023,distributed_generation,NYCW,Solar,849,.,0
NYUP_distributed_generation_1,2023,distributed_generation,NYUP,Solar,630,.,0
PJMC_distributed_generation_1,2023,distributed_generation,PJMC,Solar,316,.,0
PJMD_distributed_generation_1,2023,distributed_generation,PJMD,Solar,363,.,0
PJME_distributed_generation_1,2023,distributed_generation,PJME,Solar,4500,.,0
PJMW_distributed_generation_1,2023,distributed_generation,PJMW,Solar,798,.,0
RMRG_distributed_generation_1,2023,distributed_generation,RMRG,Solar,756,.,0
SPPC_distributed_generation_1,2023,distributed_generation,SPPC,Solar,137,.,0
SPPN_distributed_generation_1,2023,distributed_generation,SPPN,Solar,137,.,0
SPPS_distributed_generation_1,2023,distributed_generation,SPPS,Solar,299,.,0
SRCA_distributed_generation_1,2023,distributed_generation,SRCA,Solar,1361,.,0
SRCE_distributed_generation_1,2023,distributed_generation,SRCE,Solar,186,.,0
SRSE_distributed_generation_1,2023,distributed_generation,SRSE,Solar,166,.,0
SRSG_distributed_generation_1,2023,distributed_generation,SRSG,Solar,1435,.,0
TRE_distributed_generation_1,2023,distributed_generation,TRE,Solar,1196,.,0
TREW_distributed_generation_1,2023,distributed_generation,TREW,Solar,65,.,0
