GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
PJMC_nuclear_1,1987,1174.0,.
PJMC_nuclear_1,1988,2401.1,.
PJMC_onshore_wind_turbine_1,2003,76.2,.
PJMC_onshore_wind_turbine_1,2007,668.1,.
PJMC_onshore_wind_turbine_1,2008,171.0,.
PJMC_onshore_wind_turbine_1,2009,535.0,.
PJMC_onshore_wind_turbine_1,2010,500.0,.
PJMC_onshore_wind_turbine_1,2011,389.4,.
PJMC_onshore_wind_turbine_1,2012,303.5,.
PJMC_onshore_wind_turbine_1,2015,175.0,.
PJMC_onshore_wind_turbine_1,2018,331.0,.
PJMC_onshore_wind_turbine_1,2019,399.5,.
PJMC_onshore_wind_turbine_1,2020,479.0,.
PJMC_onshore_wind_turbine_1,2021,93.0,.
PJMC_onshore_wind_turbine_1,2023,368.1,.
PJMC_petroleum_liquids_1,1940,0.6,.
PJMC_petroleum_liquids_1,1946,0.7,.
PJMC_petroleum_liquids_1,1949,0.5,.
PJMC_petroleum_liquids_1,1968,416.0,.
PJMC_petroleum_liquids_1,1979,5.2,.
PJMC_petroleum_liquids_1,1993,1.8,.
PJMC_petroleum_liquids_1,2000,3.6,.
PJMC_petroleum_liquids_1,2001,5.4,.
PJMC_petroleum_liquids_1,2002,3.6,.
PJMC_petroleum_liquids_1,2006,0.8,.
PJMC_petroleum_liquids_1,2010,6.0,.
PJMC_petroleum_liquids_1,2011,23.3,.
PJMC_petroleum_liquids_1,2014,5.4,.
PJMC_petroleum_liquids_1,2016,5.4,.
PJMC_small_hydroelectric_1,1925,3.0,.
PJMC_small_hydroelectric_1,1929,1.1,.
PJMC_small_hydroelectric_1,1988,2.0,.
PJMC_small_hydroelectric_1,1991,0.4,.
PJMC_small_hydroelectric_1,1996,6.8,.
PJMC_small_hydroelectric_1,1999,6.0,.
PJMC_small_hydroelectric_1,2001,6.0,.
PJMC_solar_photovoltaic_1,2009,9.0,.
PJMC_solar_photovoltaic_1,2012,22.6,.
PJMC_solar_photovoltaic_1,2014,0.3,.
PJMC_solar_photovoltaic_1,2017,2.0,.
PJMC_solar_photovoltaic_1,2019,1.6,.
PJMC_solar_photovoltaic_1,2020,55.6,.
PJMC_solar_photovoltaic_1,2021,67.9,.
PJMC_solar_photovoltaic_1,2022,19.4,.
PJMC_solar_photovoltaic_1,2023,130.7,.
PJMC_solar_photovoltaic_1,2024,35.0,.
PJMD_batteries_1,2021,10.0,10.0
PJMD_batteries_1,2022,10.5,24.6
PJMD_batteries_1,2023,20.0,40.0
PJMD_biomass_1,1954,5.0,.
PJMD_biomass_1,1960,10.0,.
PJMD_biomass_1,1966,30.0,.
PJMD_biomass_1,1968,25.0,.
PJMD_biomass_1,1969,0.6,.
PJMD_biomass_1,1976,40.8,.
PJMD_biomass_1,1977,97.0,.
PJMD_biomass_1,1978,74.0,.
PJMD_biomass_1,1980,32.5,.
PJMD_biomass_1,1983,3.2,.
PJMD_biomass_1,1985,46.0,.
PJMD_biomass_1,1988,1.8,.
PJMD_biomass_1,1991,14.399999999999999,.
PJMD_biomass_1,1993,14.399999999999999,.
PJMD_biomass_1,1994,13.799999999999999,.
PJMD_biomass_1,1997,10.5,.
PJMD_biomass_1,1998,15.6,.
PJMD_biomass_1,1999,8.4,.
PJMD_biomass_1,2000,3.5999999999999996,.
PJMD_biomass_1,2002,6.4,.
PJMD_biomass_1,2003,4.800000000000001,.
PJMD_biomass_1,2012,1.4,.
PJMD_biomass_1,2013,126.7,.
PJMD_biomass_2,1977,29.0,.
PJMD_biomass_2,1978,102.0,.
PJMD_biomass_2,1980,138.7,.
PJMD_biomass_2,1991,10.799999999999999,.
PJMD_biomass_2,2000,9.600000000000001,.
PJMD_biomass_2,2001,3.3,.
PJMD_conventional_hydroelectric_1,1903,2.5,.
PJMD_conventional_hydroelectric_1,1920,0.6000000000000001,.
PJMD_conventional_hydroelectric_1,1952,60.599999999999994,.
PJMD_conventional_hydroelectric_1,1953,234.0,.
PJMD_conventional_hydroelectric_1,1955,95.0,.
PJMD_conventional_hydroelectric_1,1963,220.0,.
PJMD_conventional_hydroelectric_1,1983,1.5,.
PJMD_conventional_hydroelectric_1,2008,2.0,.
PJMD_conventional_steam_coal_1,1951,10.5,.
PJMD_conventional_steam_coal_1,1989,32.5,.
PJMD_conventional_steam_coal_2,1995,443.0,.
PJMD_conventional_steam_coal_2,1996,438.0,.
PJMD_hydroelectric_pumped_storage_1,1985,3003.0,46546.5
PJMD_nuclear_1,1972,875.0,.
PJMD_nuclear_1,1973,875.0,.
PJMD_nuclear_1,1978,982.0,.
PJMD_nuclear_1,1980,976.0,.
PJMD_onshore_wind_turbine_1,2016,208.0,.
PJMD_petroleum_liquids_1,1967,20.0,.
PJMD_petroleum_liquids_1,1968,106.0,.
PJMD_petroleum_liquids_1,1969,32.0,.
PJMD_petroleum_liquids_1,1970,38.0,.
PJMD_petroleum_liquids_1,1971,135.0,.
PJMD_petroleum_liquids_1,1987,3.0,.
PJMD_petroleum_liquids_1,1988,1.2,.
PJMD_petroleum_liquids_1,1990,199.5,.
PJMD_petroleum_liquids_1,1991,15.0,.
PJMD_petroleum_liquids_1,1992,9.2,.
PJMD_petroleum_liquids_1,1993,6.0,.
PJMD_petroleum_liquids_1,1995,4.5,.
PJMD_petroleum_liquids_1,1996,2.7,.
PJMD_petroleum_liquids_1,1997,17.3,.
PJMD_petroleum_liquids_1,1999,12.0,.
PJMD_petroleum_liquids_1,2000,13.5,.
PJMD_petroleum_liquids_1,2001,3.2,.
PJMD_petroleum_liquids_1,2002,12.0,.
PJMD_petroleum_liquids_1,2004,7.4,.
PJMD_petroleum_liquids_1,2005,2.4,.
PJMD_petroleum_liquids_1,2007,1.7,.
PJMD_petroleum_liquids_1,2009,7.5,.
PJMD_petroleum_liquids_1,2014,1.2,.
PJMD_small_hydroelectric_1,1915,1.6,.
PJMD_small_hydroelectric_1,1930,2.0,.
PJMD_small_hydroelectric_1,1986,2.5,.
PJMD_small_hydroelectric_1,1987,1.0,.
PJMD_small_hydroelectric_1,1990,4.5,.
PJMD_small_hydroelectric_1,1993,2.9,.
PJMD_solar_photovoltaic_1,2011,5.9,.
PJMD_solar_photovoltaic_1,2012,5.0,.
PJMD_solar_photovoltaic_1,2014,84.3,.
PJMD_solar_photovoltaic_1,2015,119.0,.
PJMD_solar_photovoltaic_1,2016,195.2,.
PJMD_solar_photovoltaic_1,2017,475.4,.
PJMD_solar_photovoltaic_1,2018,255.4,.
PJMD_solar_photovoltaic_1,2019,294.8,.
PJMD_solar_photovoltaic_1,2020,870.0,.
PJMD_solar_photovoltaic_1,2021,778.3,.
PJMD_solar_photovoltaic_1,2022,625.6,.
PJMD_solar_photovoltaic_1,2023,824.7,.
PJMD_solar_photovoltaic_1,2024,130.0,.
PJMD_solar_photovoltaic_1,2026,90.0,.
PJME_batteries_1,2015,19.0,13.1
PJME_batteries_1,2016,10.9,22.8
PJME_batteries_1,2018,20.8,20.8
PJME_batteries_1,2019,20.400000000000002,21.900000000000002
PJME_batteries_1,2021,7.4,8.6
PJME_batteries_1,2022,1.5,4.3
PJME_batteries_1,2023,27.0,54.0
PJME_biomass_1,1951,10.6,.
PJME_biomass_1,1977,2.4000000000000004,.
PJME_biomass_1,1978,20.0,.
PJME_biomass_1,1979,30.0,.
PJME_biomass_1,1986,5.6,.
PJME_biomass_1,1987,12.4,.
PJME_biomass_1,1988,0.8999999999999999,.
PJME_biomass_1,1991,9.8,.
PJME_biomass_1,1993,52.2,.
PJME_biomass_1,1994,1.8,.
PJME_biomass_1,1996,23.1,.
PJME_biomass_1,1997,9.5,.
PJME_biomass_1,1998,11.200000000000001,.
PJME_biomass_1,1999,8.0,.
PJME_biomass_1,2000,13.399999999999999,.
PJME_biomass_1,2001,3.2,.
PJME_biomass_1,2002,20.6,.
PJME_biomass_1,2003,10.700000000000001,.
PJME_biomass_1,2004,2.0,.
PJME_biomass_1,2006,1.6,.
PJME_biomass_1,2009,1.8,.
PJME_biomass_1,2011,2.0,.
PJME_biomass_1,2012,1.3,.
PJME_biomass_1,2013,8.3,.
PJME_biomass_1,2015,12.0,.
PJME_biomass_2,1974,57.0,.
PJME_biomass_2,1980,104.4,.
PJME_biomass_2,1981,141.0,.
PJME_biomass_2,1984,82.1,.
PJME_biomass_2,1985,56.0,.
PJME_biomass_2,1991,13.0,.
PJME_biomass_2,1994,31.2,.
PJME_biomass_2,1996,16.7,.
PJME_biomass_2,1999,9.8,.
PJME_biomass_2,2001,9.1,.
PJME_conventional_hydroelectric_1,1910,10.0,.
PJME_conventional_hydroelectric_1,1911,60.199999999999996,.
PJME_conventional_hydroelectric_1,1913,10.3,.
PJME_conventional_hydroelectric_1,1914,23.7,.
PJME_conventional_hydroelectric_1,1924,36.8,.
PJME_conventional_hydroelectric_1,1926,44.0,.
PJME_conventional_hydroelectric_1,1928,321.6,.
PJME_conventional_hydroelectric_1,1931,68.0,.
PJME_conventional_hydroelectric_1,1932,64.0,.
PJME_conventional_hydroelectric_1,1933,32.0,.
PJME_conventional_hydroelectric_1,1934,33.0,.
PJME_conventional_hydroelectric_1,1935,2.4,.
PJME_conventional_hydroelectric_1,1940,33.0,.
PJME_conventional_hydroelectric_1,1964,260.0,.
PJME_conventional_hydroelectric_1,1985,112.5,.
PJME_conventional_hydroelectric_1,1986,75.0,.
PJME_conventional_hydroelectric_1,2011,2.4,.
PJME_conventional_hydroelectric_1,2013,129.2,.
PJME_conventional_steam_coal_1,1958,1915.1,.
PJME_conventional_steam_coal_1,1961,306.0,.
PJME_conventional_steam_coal_1,1965,363.0,.
PJME_conventional_steam_coal_1,1967,850.0,.
PJME_conventional_steam_coal_1,1968,850.0,.
PJME_conventional_steam_coal_1,1969,742.0,.
PJME_conventional_steam_coal_1,1970,850.0,.
PJME_conventional_steam_coal_1,1971,850.0,.
PJME_conventional_steam_coal_1,1972,752.0,.
PJME_conventional_steam_coal_1,1973,752.0,.
PJME_conventional_steam_coal_1,1984,635.0,.
PJME_conventional_steam_coal_1,1991,638.0,.
PJME_conventional_steam_coal_1,2004,521.0,.
PJME_conventional_steam_coal_2,1955,110.0,.
PJME_conventional_steam_coal_2,1961,410.0,.
PJME_conventional_steam_coal_2,1966,305.0,.
PJME_conventional_steam_coal_2,1987,30.0,.
PJME_conventional_steam_coal_2,1988,80.0,.
PJME_conventional_steam_coal_2,1989,36.1,.
PJME_conventional_steam_coal_2,1990,176.0,.
PJME_conventional_steam_coal_2,1992,80.0,.
PJME_conventional_steam_coal_2,1993,85.9,.
PJME_conventional_steam_coal_2,1995,112.0,.
PJME_hydroelectric_pumped_storage_1,1965,420.0,6510.0
PJME_hydroelectric_pumped_storage_1,1967,802.0,12431.0
PJME_hydroelectric_pumped_storage_1,1968,268.0,4154.0
PJME_hydroelectric_pumped_storage_1,1970,452.0,7006.0
PJME_nuclear_1,1974,2694.8,.
PJME_nuclear_1,1975,920.6,.
PJME_nuclear_1,1977,2040.9,.
PJME_nuclear_1,1981,1138.9,.
PJME_nuclear_1,1983,1247.0,.
PJME_nuclear_1,1985,1247.0,.
PJME_nuclear_1,1986,2352.1,.
PJME_nuclear_1,1990,1188.1,.
PJME_onshore_wind_turbine_1,2001,9.0,.
PJME_onshore_wind_turbine_1,2003,94.5,.
PJME_onshore_wind_turbine_1,2006,31.5,.
PJME_onshore_wind_turbine_1,2007,140.5,.
PJME_onshore_wind_turbine_1,2008,67.19999999999999,.
PJME_onshore_wind_turbine_1,2009,387.5,.
PJME_onshore_wind_turbine_1,2010,2.0,.
PJME_onshore_wind_turbine_1,2011,41.2,.
PJME_onshore_wind_turbine_1,2012,502.7,.
PJME_onshore_wind_turbine_1,2016,38.3,.
PJME_petroleum_liquids_1,1954,2.0,.
PJME_petroleum_liquids_1,1956,126.0,.
PJME_petroleum_liquids_1,1957,2.0,.
PJME_petroleum_liquids_1,1960,4.0,.
PJME_petroleum_liquids_1,1961,3.6,.
PJME_petroleum_liquids_1,1963,27.6,.
PJME_petroleum_liquids_1,1964,19.0,.
PJME_petroleum_liquids_1,1966,5.5,.
PJME_petroleum_liquids_1,1967,176.0,.
PJME_petroleum_liquids_1,1968,75.5,.
PJME_petroleum_liquids_1,1969,126.4,.
PJME_petroleum_liquids_1,1970,277.3,.
PJME_petroleum_liquids_1,1971,164.4,.
PJME_petroleum_liquids_1,1972,871.8,.
PJME_petroleum_liquids_1,1973,429.2,.
PJME_petroleum_liquids_1,1974,538.0,.
PJME_petroleum_liquids_1,1978,12.4,.
PJME_petroleum_liquids_1,1988,2.0,.
PJME_petroleum_liquids_1,1989,15.1,.
PJME_petroleum_liquids_1,1990,80.2,.
PJME_petroleum_liquids_1,1991,0.9,.
PJME_petroleum_liquids_1,1993,2.4,.
PJME_petroleum_liquids_1,1994,1.2,.
PJME_petroleum_liquids_1,1995,6.0,.
PJME_petroleum_liquids_1,1996,3.0,.
PJME_petroleum_liquids_1,1997,168.0,.
PJME_petroleum_liquids_1,2000,144.4,.
PJME_petroleum_liquids_1,2001,190.5,.
PJME_petroleum_liquids_1,2002,20.0,.
PJME_petroleum_liquids_1,2003,2.3,.
PJME_petroleum_liquids_1,2004,10.2,.
PJME_petroleum_liquids_1,2006,2.0,.
PJME_petroleum_liquids_1,2008,5.3999999999999995,.
PJME_petroleum_liquids_1,2010,6.9,.
PJME_petroleum_liquids_1,2011,3.9,.
PJME_petroleum_liquids_1,2012,14.0,.
PJME_petroleum_liquids_1,2014,4.6,.
PJME_petroleum_liquids_1,2018,7.8,.
PJME_petroleum_liquids_1,2021,8.4,.
PJME_petroleum_liquids_1,2022,15.200000000000001,.
PJME_petroleum_liquids_1,2023,24.3,.
PJME_small_hydroelectric_1,1905,19.0,.
PJME_small_hydroelectric_1,1925,18.0,.
PJME_small_hydroelectric_1,1970,30.0,.
PJME_small_hydroelectric_1,1985,12.7,.
PJME_small_hydroelectric_1,1988,31.7,.
PJME_small_hydroelectric_1,1989,18.0,.
PJME_small_hydroelectric_1,1990,31.4,.
PJME_small_hydroelectric_1,2013,6.7,.
PJME_solar_photovoltaic_1,1996,0.3,.
PJME_solar_photovoltaic_1,1997,3.8000000000000003,.
PJME_solar_photovoltaic_1,1998,6.699999999999999,.
PJME_solar_photovoltaic_1,2005,0.4,.
PJME_solar_photovoltaic_1,2006,0.9,.
PJME_solar_photovoltaic_1,2007,1.2000000000000002,.
PJME_solar_photovoltaic_1,2008,4.2,.
PJME_solar_photovoltaic_1,2009,17.9,.
PJME_solar_photovoltaic_1,2010,34.8,.
PJME_solar_photovoltaic_1,2011,196.0,.
PJME_solar_photovoltaic_1,2012,131.8,.
PJME_solar_photovoltaic_1,2013,90.6,.
PJME_solar_photovoltaic_1,2014,62.7,.
PJME_solar_photovoltaic_1,2015,106.9,.
PJME_solar_photovoltaic_1,2016,226.7,.
PJME_solar_photovoltaic_1,2017,77.60000000000001,.
PJME_solar_photovoltaic_1,2018,192.0,.
PJME_solar_photovoltaic_1,2019,146.7,.
PJME_solar_photovoltaic_1,2020,133.8,.
PJME_solar_photovoltaic_1,2021,109.7,.
PJME_solar_photovoltaic_1,2022,186.5,.
PJME_solar_photovoltaic_1,2023,358.0,.
PJME_solar_photovoltaic_1,2024,81.9,.
PJME_solar_photovoltaic_1,2025,50.0,.
PJMW_batteries_1,2011,21.0,42.0
PJMW_batteries_1,2014,4.0,8.0
PJMW_batteries_1,2015,40.5,81.0
PJMW_batteries_1,2016,13.0,19.0
PJMW_batteries_1,2021,0.8,1.6
PJMW_batteries_1,2023,18.0,36.0
PJMW_biomass_1,1965,7.0,.
PJMW_biomass_1,1978,51.0,.
PJMW_biomass_1,1984,3.2,.
PJMW_biomass_1,1993,30.4,.
PJMW_biomass_1,1996,3.2,.
PJMW_biomass_1,1997,6.4,.
PJMW_biomass_1,1999,4.800000000000001,.
PJMW_biomass_1,2001,5.6000000000000005,.
PJMW_biomass_1,2002,1.0,.
PJMW_biomass_1,2003,23.0,.
PJMW_biomass_1,2005,0.9,.
PJMW_biomass_1,2006,1.5,.
PJMW_biomass_1,2007,4.5,.
PJMW_biomass_1,2009,0.8,.
PJMW_biomass_1,2013,2.4,.
PJMW_biomass_1,2014,1.7999999999999998,.
PJMW_biomass_2,1952,4.5,.
PJMW_biomass_2,1958,10.8,.
PJMW_biomass_2,1967,19.5,.
PJMW_biomass_2,1999,4.6,.
PJMW_biomass_2,2000,8.6,.
PJMW_biomass_2,2001,5.0,.
PJMW_biomass_2,2004,0.8,.
PJMW_biomass_2,2007,3.2,.
PJMW_biomass_2,2011,1.0,.
PJMW_conventional_hydroelectric_1,1926,39.0,.
PJMW_conventional_hydroelectric_1,1929,13.0,.
PJMW_conventional_hydroelectric_1,1936,94.0,.
PJMW_conventional_hydroelectric_1,1939,112.8,.
PJMW_conventional_hydroelectric_1,1953,15.6,.
PJMW_conventional_hydroelectric_1,1964,50.0,.
PJMW_conventional_hydroelectric_1,1965,174.0,.
PJMW_conventional_hydroelectric_1,1966,174.0,.
PJMW_conventional_hydroelectric_1,1982,70.6,.
PJMW_conventional_hydroelectric_1,1988,5.2,.
PJMW_conventional_hydroelectric_1,1999,42.0,.
PJMW_conventional_hydroelectric_1,2001,50.0,.
PJMW_conventional_hydroelectric_1,2016,44.0,.
PJMW_conventional_hydroelectric_1,2021,0.6,.
PJMW_conventional_steam_coal_1,1957,1300.0,.
PJMW_conventional_steam_coal_1,1962,1020.0,.
PJMW_conventional_steam_coal_1,1963,1919.0,.
PJMW_conventional_steam_coal_1,1965,569.0,.
PJMW_conventional_steam_coal_1,1966,570.0,.
PJMW_conventional_steam_coal_1,1967,1742.0,.
PJMW_conventional_steam_coal_1,1968,546.0,.
PJMW_conventional_steam_coal_1,1971,2360.0,.
PJMW_conventional_steam_coal_1,1972,1462.0,.
PJMW_conventional_steam_coal_1,1973,2497.0,.
PJMW_conventional_steam_coal_1,1974,1991.0,.
PJMW_conventional_steam_coal_1,1975,1361.0,.
PJMW_conventional_steam_coal_1,1977,300.0,.
PJMW_conventional_steam_coal_1,1980,1299.0,.
PJMW_conventional_steam_coal_1,1981,1110.0,.
PJMW_conventional_steam_coal_1,1991,50.0,.
PJMW_conventional_steam_coal_1,2005,268.0,.
PJMW_conventional_steam_coal_1,2009,268.0,.
PJMW_conventional_steam_coal_1,2011,710.0,.
PJMW_conventional_steam_coal_1,2012,624.0,.
PJMW_conventional_steam_coal_2,1949,7.0,.
PJMW_conventional_steam_coal_2,1953,7.0,.
PJMW_conventional_steam_coal_2,1954,8.0,.
PJMW_conventional_steam_coal_2,1961,20.0,.
PJMW_conventional_steam_coal_2,1963,1299.0,.
PJMW_conventional_steam_coal_2,1965,15.5,.
PJMW_conventional_steam_coal_2,1968,15.2,.
PJMW_conventional_steam_coal_2,1971,23.0,.
PJMW_conventional_steam_coal_2,1990,17.5,.
PJMW_conventional_steam_coal_3,1949,5.0,.
PJMW_conventional_steam_coal_3,1955,1032.9,.
PJMW_conventional_steam_coal_3,1965,116.0,.
PJMW_conventional_steam_coal_3,1969,225.0,.
PJMW_conventional_steam_coal_3,1973,65.0,.
PJMW_conventional_steam_coal_3,1992,80.0,.
PJMW_conventional_steam_coal_3,1999,180.0,.
PJMW_hydroelectric_pumped_storage_1,1965,66.0,1023.0
PJMW_hydroelectric_pumped_storage_1,1966,66.0,1023.0
PJMW_hydroelectric_pumped_storage_1,1980,106.0,1643.0
PJMW_nuclear_1,1975,1084.0,.
PJMW_nuclear_1,1976,939.0,.
PJMW_nuclear_1,1977,908.0,.
PJMW_nuclear_1,1978,1194.0,.
PJMW_nuclear_1,1987,2201.0,.
PJMW_onshore_wind_turbine_1,2001,15.0,.
PJMW_onshore_wind_turbine_1,2002,66.0,.
PJMW_onshore_wind_turbine_1,2003,3.6,.
PJMW_onshore_wind_turbine_1,2004,3.6,.
PJMW_onshore_wind_turbine_1,2008,264.0,.
PJMW_onshore_wind_turbine_1,2009,800.0,.
PJMW_onshore_wind_turbine_1,2010,484.0,.
PJMW_onshore_wind_turbine_1,2011,604.8000000000001,.
PJMW_onshore_wind_turbine_1,2012,55.9,.
PJMW_onshore_wind_turbine_1,2013,7.9,.
PJMW_onshore_wind_turbine_1,2014,240.0,.
PJMW_onshore_wind_turbine_1,2015,37.5,.
PJMW_onshore_wind_turbine_1,2016,355.3,.
PJMW_onshore_wind_turbine_1,2017,190.2,.
PJMW_onshore_wind_turbine_1,2018,109.0,.
PJMW_onshore_wind_turbine_1,2019,90.0,.
PJMW_onshore_wind_turbine_1,2020,320.3,.
PJMW_onshore_wind_turbine_1,2021,449.8,.
PJMW_onshore_wind_turbine_1,2022,115.0,.
PJMW_onshore_wind_turbine_1,2023,92.1,.
PJMW_onshore_wind_turbine_1,2025,150.0,.
PJMW_petroleum_liquids_1,1948,3.5,.
PJMW_petroleum_liquids_1,1949,0.6,.
PJMW_petroleum_liquids_1,1952,2.0,.
PJMW_petroleum_liquids_1,1957,1.2,.
PJMW_petroleum_liquids_1,1965,15.5,.
PJMW_petroleum_liquids_1,1966,2.4,.
PJMW_petroleum_liquids_1,1967,41.1,.
PJMW_petroleum_liquids_1,1968,48.5,.
PJMW_petroleum_liquids_1,1971,100.1,.
PJMW_petroleum_liquids_1,1972,65.0,.
PJMW_petroleum_liquids_1,1973,108.2,.
PJMW_petroleum_liquids_1,1983,2.4,.
PJMW_petroleum_liquids_1,1984,4.2,.
PJMW_petroleum_liquids_1,1989,16.5,.
PJMW_petroleum_liquids_1,1992,12.0,.
PJMW_petroleum_liquids_1,1998,3.6,.
PJMW_petroleum_liquids_1,1999,41.4,.
PJMW_petroleum_liquids_1,2000,29.1,.
PJMW_petroleum_liquids_1,2001,10.8,.
PJMW_petroleum_liquids_1,2003,2.0,.
PJMW_petroleum_liquids_1,2004,7.9,.
PJMW_petroleum_liquids_1,2005,3.8,.
PJMW_petroleum_liquids_1,2006,10.8,.
PJMW_petroleum_liquids_1,2007,3.3,.
PJMW_petroleum_liquids_1,2008,4.7,.
PJMW_petroleum_liquids_1,2010,1.8,.
PJMW_petroleum_liquids_1,2016,7.8,.
PJMW_petroleum_liquids_1,2017,1.5,.
PJMW_petroleum_liquids_1,2018,9.0,.
PJMW_petroleum_liquids_1,2019,1.8,.
PJMW_petroleum_liquids_1,2020,32.400000000000006,.
PJMW_petroleum_liquids_1,2022,2.5,.
PJMW_petroleum_liquids_1,2023,10.8,.
PJMW_small_hydroelectric_1,1903,10.0,.
PJMW_small_hydroelectric_1,1909,1.0,.
PJMW_small_hydroelectric_1,1911,0.8,.
PJMW_small_hydroelectric_1,1912,35.9,.
PJMW_small_hydroelectric_1,1913,1.9000000000000001,.
PJMW_small_hydroelectric_1,1917,3.8,.
PJMW_small_hydroelectric_1,1919,2.2,.
PJMW_small_hydroelectric_1,1920,0.4,.
PJMW_small_hydroelectric_1,1921,1.2,.
PJMW_small_hydroelectric_1,1922,0.3,.
PJMW_small_hydroelectric_1,1923,2.9,.
PJMW_small_hydroelectric_1,1927,2.8,.
PJMW_small_hydroelectric_1,1929,0.2,.
PJMW_small_hydroelectric_1,1930,0.3,.
PJMW_small_hydroelectric_1,1932,1.2,.
PJMW_small_hydroelectric_1,1933,2.9,.
PJMW_small_hydroelectric_1,1934,1.0,.
PJMW_small_hydroelectric_1,1935,28.799999999999997,.
PJMW_small_hydroelectric_1,1938,36.0,.
PJMW_small_hydroelectric_1,1939,1.0,.
PJMW_small_hydroelectric_1,1954,2.5999999999999996,.
PJMW_small_hydroelectric_1,1981,2.0,.
PJMW_small_hydroelectric_1,1982,13.8,.
PJMW_small_hydroelectric_1,1983,14.4,.
PJMW_small_hydroelectric_1,1986,0.8,.
PJMW_small_hydroelectric_1,1987,10.0,.
PJMW_small_hydroelectric_1,1988,31.8,.
PJMW_small_hydroelectric_1,1989,4.8,.
PJMW_small_hydroelectric_1,1991,0.9,.
PJMW_small_hydroelectric_1,1994,2.0,.
PJMW_small_hydroelectric_1,1996,2.4000000000000004,.
PJMW_small_hydroelectric_1,2004,2.1,.
PJMW_small_hydroelectric_1,2014,5.3,.
PJMW_small_hydroelectric_1,2022,115.4,.
PJMW_small_hydroelectric_1,2023,6.3,.
PJMW_small_hydroelectric_1,2025,36.3,.
PJMW_solar_photovoltaic_1,2010,11.1,.
PJMW_solar_photovoltaic_1,2011,8.8,.
PJMW_solar_photovoltaic_1,2012,27.4,.
PJMW_solar_photovoltaic_1,2013,22.7,.
PJMW_solar_photovoltaic_1,2014,5.1,.
PJMW_solar_photovoltaic_1,2015,14.4,.
PJMW_solar_photovoltaic_1,2016,40.7,.
PJMW_solar_photovoltaic_1,2017,65.2,.
PJMW_solar_photovoltaic_1,2018,22.9,.
PJMW_solar_photovoltaic_1,2019,43.5,.
PJMW_solar_photovoltaic_1,2020,99.3,.
PJMW_solar_photovoltaic_1,2021,735.5,.
PJMW_solar_photovoltaic_1,2022,64.6,.
PJMW_solar_photovoltaic_1,2023,1199.9,.
PJMW_solar_photovoltaic_1,2024,1632.5,.
PJMW_solar_photovoltaic_1,2025,150.0,.
RMRG_batteries_1,2017,1.0,2.2
RMRG_batteries_1,2018,8.2,24.5
RMRG_batteries_1,2021,1.0,2.0
RMRG_batteries_1,2023,230.0,335.0
RMRG_biomass_1,1998,3.2,.
RMRG_biomass_1,2001,3.1,.
RMRG_biomass_1,2013,12.6,.
RMRG_biomass_2,1985,4.8,.
RMRG_biomass_2,2000,6.2,.
RMRG_conventional_hydroelectric_1,1925,0.7,.
RMRG_conventional_hydroelectric_1,1929,0.8,.
RMRG_conventional_hydroelectric_1,1939,51.599999999999994,.
RMRG_conventional_hydroelectric_1,1950,76.0,.
RMRG_conventional_hydroelectric_1,1951,12.2,.
RMRG_conventional_hydroelectric_1,1954,124.2,.
RMRG_conventional_hydroelectric_1,1955,41.4,.
RMRG_conventional_hydroelectric_1,1958,17.5,.
RMRG_conventional_hydroelectric_1,1959,19.0,.
RMRG_conventional_hydroelectric_1,1960,33.4,.
RMRG_conventional_hydroelectric_1,1961,33.4,.
RMRG_conventional_hydroelectric_1,1967,86.4,.
RMRG_conventional_hydroelectric_1,1970,86.6,.
RMRG_conventional_hydroelectric_1,1971,86.6,.
RMRG_conventional_hydroelectric_1,1978,35.0,.
RMRG_conventional_hydroelectric_1,2007,4.0,.
RMRG_conventional_steam_coal_1,1953,7.0,.
RMRG_conventional_steam_coal_1,1960,762.0,.
RMRG_conventional_steam_coal_1,1963,410.0,.
RMRG_conventional_steam_coal_1,1964,452.0,.
RMRG_conventional_steam_coal_1,1968,15.0,.
RMRG_conventional_steam_coal_1,1972,1080.0,.
RMRG_conventional_steam_coal_1,1975,20.0,.
RMRG_conventional_steam_coal_1,1977,15.0,.
RMRG_conventional_steam_coal_1,1981,1130.0,.
RMRG_conventional_steam_coal_1,1982,570.0,.
RMRG_conventional_steam_coal_1,2010,766.0,.
RMRG_conventional_steam_coal_2,1960,357.0,.
RMRG_conventional_steam_coal_2,1962,1017.0,.
RMRG_conventional_steam_coal_2,1963,179.0,.
RMRG_conventional_steam_coal_2,1964,488.0,.
RMRG_conventional_steam_coal_2,1972,1049.0,.
RMRG_conventional_steam_coal_2,1974,335.0,.
RMRG_conventional_steam_coal_2,1981,505.0,.
RMRG_conventional_steam_coal_2,1995,80.0,.
RMRG_conventional_steam_coal_2,2003,86.0,.
RMRG_conventional_steam_coal_2,2008,91.0,.
RMRG_conventional_steam_coal_2,2010,103.0,.
RMRG_conventional_steam_coal_2,2011,405.0,.
RMRG_hydroelectric_pumped_storage_1,1954,8.5,131.75
RMRG_hydroelectric_pumped_storage_1,1967,342.3,5305.65
RMRG_hydroelectric_pumped_storage_1,1981,115.0,1782.5
RMRG_hydroelectric_pumped_storage_1,1984,115.0,1782.5
