GAS_ZONES,TIMESERIES,DEMAND_SECTORS,gas_ref_price,gas_demand_ref_quantity
AZ,20230410,EI,7.02322187504084,1033251.65034066
AZ,20230410,RC,10.4434246932768,194551.289053405
AZ,20230517,EI,7.31460584039761,1456110.79203591
AZ,20230517,RC,10.8767082422198,134996.810259836
AZ,20230530,EI,6.85188456138389,1478012.80923301
AZ,20230530,RC,10.1886486995575,129462.558463342
AZ,20230615,EI,7.06957029557874,1667209.41941384
AZ,20230615,RC,10.5123440935396,119771.622800816
AZ,20230630,EI,8.03604744782202,1988175.86113608
AZ,20230630,RC,11.9494809997642,111288.019888302
AZ,20230710,EI,8.25849043242892,2405287.50452083
AZ,20230710,RC,12.2802503531497,107239.272922901
AZ,20230727,EI,7.9902727673871,2714676.28851783
AZ,20230727,RC,11.8814147423561,101918.450041625
AZ,20230803,EI,7.88919233928971,2614302.41841761
AZ,20230803,RC,11.7311096747416,100037.821128501
AZ,20230831,EI,8.26012641468473,2715701.02446164
AZ,20230831,RC,12.2826830340178,99273.6781616541
AZ,20230906,EI,8.03068905410308,2163486.56707854
AZ,20230906,RC,11.9415131493565,99158.986597978
AZ,20230912,EI,8.76857837594538,2367417.98985828
AZ,20230912,RC,13.0387434094482,101255.3813429
AZ,20231005,EI,9.41123413812822,1687498.27644577
AZ,20231005,RC,13.9943628068516,110539.171729218
AZ,20231020,EI,8.37986601340184,1658729.86614463
AZ,20231020,RC,12.4607340061008,121957.321650886
AZ,20231121,EI,8.47655677509494,1192942.13398197
AZ,20231121,RC,12.6045117061711,194905.352596174
AZ,20231129,EI,8.70216855237884,1093646.90609711
AZ,20231129,RC,12.9399930063354,211275.303183183
AZ,20231218,EI,8.34763575950414,940843.501537621
AZ,20231218,RC,12.4128081060773,277360.919045383
AZ,20231228,EI,8.21871474391334,1098030.88563663
AZ,20231228,RC,12.2211045059834,440997.975729079
CA,20230103,EI,6.09561852237452,3647414.1836955
CA,20230103,RC,6.93443437507853,4145588.23260217
CA,20230130,EI,4.69581805018819,3557928.51880998
CA,20230130,RC,5.34200786791601,4347908.52848437
CA,20230213,EI,4.01747341388094,3383256.61789274
CA,20230213,RC,4.57031647238447,3696656.51958645
CA,20230216,EI,4.11458182182801,3564827.13530385
CA,20230216,RC,4.68078793310753,4780500.03146103
CA,20230306,EI,4.06879728551206,3401371.18438513
CA,20230306,RC,4.62870300336481,4339028.58596185
CA,20230315,EI,4.04601088300861,3053783.60064225
CA,20230315,RC,4.60278097228226,2541116.62954707
CA,20230403,EI,3.44166872625108,3022672.88334362
CA,20230403,RC,3.91527551065504,2696960.67511836
CA,20230410,EI,3.53676297178365,3111572.47169818
CA,20230410,RC,4.02345564080472,1801260.63133773
CA,20230517,EI,3.68349847830491,3143855.94315291
CA,20230517,RC,4.19038336712661,1359921.86159199
CA,20230530,EI,3.45048071025062,2697745.94111065
CA,20230530,RC,3.92530010857481,1483730.74047731
CA,20230615,EI,3.56010316813166,2824275.05855401
CA,20230615,RC,4.05000767310179,1385882.27653337
CA,20230630,EI,4.04680295719522,3283366.44989637
CA,20230630,RC,4.60368204351024,1298838.3064681
CA,20230710,EI,4.15882107726724,3042893.30730957
CA,20230710,RC,4.73111493643289,1359341.36426166
CA,20230727,EI,4.02375168561532,4700061.21139643
CA,20230727,RC,4.57745869481377,1133748.5361511
CA,20230803,EI,3.97284947554314,3735751.39718697
CA,20230803,RC,4.51955185008646,1197906.27062582
CA,20230831,EI,4.15964492728476,5057624.70580137
CA,20230831,RC,4.73205215615234,1088815.61918754
CA,20230906,EI,4.04410457049599,3474077.05039536
CA,20230906,RC,4.6006123327966,1159815.37911018
CA,20230912,EI,4.41569181025569,4403782.73878957
CA,20230912,RC,5.02333355776697,1118877.46060392
CA,20231005,EI,4.73932121336044,4304575.63384099
CA,20231005,RC,5.39149748558467,1167475.47168068
CA,20231020,EI,4.21994354614286,4470080.48078963
CA,20231020,RC,4.80064844606854,1193033.76225908
CA,20231121,EI,4.2686352024445,3377723.64872168
CA,20231121,RC,4.85604054352317,2007162.44423412
CA,20231129,EI,4.38224906714835,3422382.44058639
CA,20231129,RC,4.98528877091733,2429579.03503441
CA,20231218,EI,4.20371299404231,3410092.05962653
CA,20231218,RC,4.78218441358366,2378432.58911655
CA,20231228,EI,4.13879078564011,3260811.80802766
CA,20231228,RC,4.70832828364414,2834356.55299659
CO,20230103,EI,5.05522849010928,778934.630224365
CO,20230103,RC,5.49000584698279,1337988.08265602
CO,20230130,EI,3.89434363461997,1095420.1969208
CO,20230130,RC,4.2292785313373,2305568.92368837
CO,20230213,EI,3.33177773273715,651703.733686223
CO,20230213,RC,3.61832887857827,911007.587308068
CO,20230216,EI,3.412311839109,1065223.90826332
CO,20230216,RC,3.70578935948987,2219519.90609666
CO,20230306,EI,3.37434173131088,653387.746420909
CO,20230306,RC,3.66455361431434,855548.750612746
CO,20230315,EI,3.35544447409248,563342.880551622
CO,20230315,RC,3.64403108940296,608553.855890768
CO,20230403,EI,2.85425043161741,555243.817454798
CO,20230403,RC,3.09973161232797,497007.033486574
CO,20230410,EI,2.93311414946609,548687.393195612
CO,20230410,RC,3.18537804214834,467490.256716732
CO,20230517,EI,3.05480508375834,551507.268573735
CO,20230517,RC,3.31753506375406,253543.478445663
CO,20230530,EI,2.86155840084242,589655.61156249
CO,20230530,RC,3.10766810695989,210176.106746953
CO,20230615,EI,2.95247067991663,578865.527335445
CO,20230615,RC,3.206399340307,195842.292561814
CO,20230630,EI,3.35610135837416,630584.893629289
CO,20230630,RC,3.64474446933312,161603.33055838
CO,20230710,EI,3.44900041200062,638746.516701017
CO,20230710,RC,3.7456333507331,147974.30553112
CO,20230727,EI,3.3369844394928,821222.22412218
CO,20230727,RC,3.62398339065185,130131.366722383
CO,20230803,EI,3.29477013398435,714900.281895923
CO,20230803,RC,3.57813842350128,130437.593482164
CO,20230831,EI,3.44968364866723,771424.405554321
CO,20230831,RC,3.74637534949773,133983.658670124
CO,20230906,EI,3.35386352782928,601205.839574521
CO,20230906,RC,3.64231417309626,151830.490565078
CO,20230912,EI,3.66202887546369,555720.75866204
CO,20230912,RC,3.97698342962157,174195.646481257
CO,20231005,EI,3.93042175024859,559185.669324713
CO,20231005,RC,4.26845956264712,232338.142416923
CO,20231020,EI,3.49969059953642,583167.363879404
CO,20231020,RC,3.80068317222004,249990.440927575
CO,20231121,EI,3.54007164491568,723749.594759503
CO,20231121,RC,3.84453720882257,769666.84595623
CO,20231129,EI,3.63429408413397,707847.178816139
CO,20231129,RC,3.9468632942285,811371.800857289
CO,20231218,EI,3.48623025107666,666796.596643482
CO,20231218,RC,3.78606516001919,950825.630580224
CO,20231228,EI,3.43238885723764,759006.973551263
CO,20231228,RC,3.7275931112158,1120279.46053229
CT,20230103,EI,4.94852182013336,546322.910839743
CT,20230103,RC,8.07743165608014,524311.0633177
CT,20230130,EI,3.81214113045913,544620.233828494
CT,20230130,RC,6.22252675927088,498991.559739605
CT,20230213,EI,3.26144997056856,535128.918696052
CT,20230213,RC,5.32363808719795,526881.610872718
CT,20230216,EI,3.34028414857372,560654.941414897
CT,20230216,RC,5.45231847058218,384105.179420416
CT,20230306,EI,3.30311552062358,530617.7450434
CT,20230306,RC,5.39164842345901,464478.405361532
CT,20230315,EI,3.28461715010108,509738.229603097
CT,20230315,RC,5.36145368469148,567296.780678715
CT,20230403,EI,2.79400240139858,487221.512561237
CT,20230403,RC,4.56062724678712,516885.462032755
CT,20230410,EI,2.87120144974122,485113.560522681
CT,20230410,RC,4.68663862140914,411865.470024765
CT,20230517,EI,2.99032370995869,533667.659294891
CT,20230517,RC,4.88108091157137,170874.209566901
CT,20230530,EI,2.80115611269799,513388.474904546
CT,20230530,RC,4.57230419117751,165951.234727103
CT,20230615,EI,2.89014939907406,530686.465126873
CT,20230615,RC,4.71756720398834,136595.150562336
CT,20230630,EI,3.28526016875148,584726.111050093
CT,20230630,RC,5.36250327877048,127266.869710198
CT,20230710,EI,3.37619829248609,708786.660633167
CT,20230710,RC,5.5109408336803,124895.186815081
CT,20230727,EI,3.26654677322382,769841.05653681
CT,20230727,RC,5.33195755644732,123450.649995264
CT,20230803,EI,3.22522353485012,588754.767219577
CT,20230803,RC,5.26450597274137,119143.158859464
CT,20230831,EI,3.37686710727056,686157.033941718
CT,20230831,RC,5.51203253457776,122603.036503959
CT,20230906,EI,3.28306957473525,896388.241345678
CT,20230906,RC,5.35892759009102,124610.198365336
CT,20230912,EI,3.58473011292092,755892.560566034
CT,20230912,RC,5.85132561703666,125557.004174227
CT,20231005,EI,3.84745770274994,715924.383138143
CT,20231005,RC,6.28017371110313,137751.651886106
CT,20231020,EI,3.42581850244858,554667.935019535
CT,20231020,RC,5.59193549618772,180019.769092572
CT,20231121,EI,3.46534717747683,542923.677897428
CT,20231121,RC,5.65645782883604,468922.011128676
CT,20231129,EI,3.55758075254275,545221.340520946
CT,20231129,RC,5.80700993834879,524254.108598056
CT,20231218,EI,3.41264227743916,605280.220394346
CT,20231218,RC,5.57042805197161,356158.693596637
CT,20231228,EI,3.35993737740149,600416.277514293
CT,20231228,RC,5.48439827510719,436380.045635841
DC,20230103,EI,4.58838680896463,0.0
DC,20230103,RC,7.26173726298104,129214.878247528
DC,20230130,EI,3.53470767891628,0.0
DC,20230130,RC,5.59414877917051,131733.665880124
DC,20230213,EI,3.02409377324955,0.0
DC,20230213,RC,4.78603381847628,153690.766971166
DC,20230216,EI,3.09719069301714,0.0
DC,20230216,RC,4.90171949367882,83943.1479956303
DC,20230306,EI,3.06272705955394,0.0
DC,20230306,RC,4.84717617338845,100260.621434875
DC,20230315,EI,3.04557493163011,0.0
DC,20230315,RC,4.82003063146497,166987.395033904
DC,20230403,EI,2.59066529941,0.0
DC,20230403,RC,4.10007515144144,103595.900923061
DC,20230410,EI,2.66224608816975,0.0
DC,20230410,RC,4.21336134606537,91515.2889589938
DC,20230517,EI,2.77269907338488,0.0
DC,20230517,RC,4.38816800294467,36221.7783470533
DC,20230530,EI,2.59729839021053,0.0
DC,20230530,RC,4.11057290689241,37128.0672323064
DC,20230615,EI,2.6798150762304,0.0
DC,20230615,RC,4.24116662504133,33125.5156116605
DC,20230630,EI,3.04617115377496,0.0
DC,20230630,RC,4.82097423294116,30816.5855653347
DC,20230710,EI,3.13049113912457,0.0
DC,20230710,RC,4.95442191403705,30332.0271723171
DC,20230727,EI,3.02881964956602,0.0
DC,20230727,RC,4.7935131513173,29814.1317105211
DC,20230803,EI,2.99050376277208,0.0
DC,20230803,RC,4.73287312368229,29690.0016103512
DC,20230831,EI,3.1311112800568,0.0
DC,20230831,RC,4.95540337020092,29921.4666488658
DC,20230906,EI,3.04413998304293,0.0
DC,20230906,RC,4.81775963295072,30147.3888714603
DC,20230912,EI,3.32384678933908,0.0
DC,20230912,RC,5.26043315254626,30425.0887749398
DC,20231005,EI,3.56745404244199,0.0
DC,20231005,RC,5.64597428956062,33442.0402434375
DC,20231020,EI,3.17650017477712,0.0
DC,20231020,RC,5.02723738111562,42132.8488598161
DC,20231121,EI,3.2131520998707,0.0
DC,20231121,RC,5.08524396628234,100355.078617941
DC,20231129,EI,3.29867325842239,0.0
DC,20231129,RC,5.22059266500468,160940.736969275
DC,20231218,EI,3.16428286641259,0.0
DC,20231218,RC,5.00790185272671,91684.6320956198
DC,20231228,EI,3.11541363295448,0.0
DC,20231228,RC,4.93055973917109,96611.35164817
DE,20230103,EI,15.6725421527135,210486.064685136
DE,20230103,RC,24.463181999625,118264.748492776
DE,20230130,EI,12.0734927986239,170481.975618231
DE,20230130,RC,18.8454463115138,120504.702871242
DE,20230213,EI,10.3293900685123,163911.256123897
DE,20230213,RC,16.1230862695357,139553.467859192
DE,20230216,EI,10.5790670473696,154488.554871027
DE,20230216,RC,16.5128056472467,77524.0452872368
DE,20230306,EI,10.4613496946973,151504.239248951
DE,20230306,RC,16.3290613002941,108534.613716622
DE,20230315,EI,10.4027632112366,166660.106031919
DE,20230315,RC,16.2376139911306,158068.757518535
DE,20230403,EI,8.84892943839172,158054.363130568
DE,20230403,RC,13.8122436835008,124249.104553294
DE,20230410,EI,9.09342777209145,155156.720074729
DE,20230410,RC,14.1938797434086,109490.197844469
DE,20230517,EI,9.47070177682336,125209.021051217
DE,20230517,RC,14.7827645938403,34849.631783973
DE,20230530,EI,8.87158607121331,134503.393020939
DE,20230530,RC,13.847608292944,32872.6042467982
DE,20230615,EI,9.15343812375209,149801.836100168
DE,20230615,RC,14.2875495603554,27707.1756240424
DE,20230630,EI,10.4047997258302,143603.811525965
DE,20230630,RC,16.2407927751889,26430.5778784053
DE,20230710,EI,10.6928113036959,154901.5797106
DE,20230710,RC,16.6903484106865,25996.1074546513
DE,20230727,EI,10.345532233256,184492.420823319
DE,20230727,RC,16.1482824827695,24741.3295078009
DE,20230803,EI,10.2146567478407,147897.364599952
DE,20230803,RC,15.9439996811788,23245.9048576673
DE,20230831,EI,10.6949295176359,154757.156467556
DE,20230831,RC,16.6936547187905,26124.8831589055
DE,20230906,EI,10.3978618606844,230738.972319204
DE,20230906,RC,16.2299635009017,28004.891662512
DE,20230912,EI,11.3532557484692,149047.127764568
DE,20230912,RC,17.7212323920919,28685.4374110562
DE,20231005,EI,12.1853444763644,153768.332230207
DE,20231005,RC,19.0200349597922,32476.3619268914
DE,20231020,EI,10.8499642597765,155758.099971022
DE,20231020,RC,16.9356475669382,40007.9919413586
DE,20231121,EI,10.9751561550816,165906.198252221
DE,20231121,RC,17.1310588850183,93118.420804755
DE,20231129,EI,11.2672705774602,152868.28448317
DE,20231129,RC,17.5870186272051,143151.311260258
DE,20231218,EI,10.8082336280081,238352.780457569
DE,20231218,RC,16.8705104609116,72255.5824953003
DE,20231228,EI,10.6413111009346,242432.274456137
DE,20231228,RC,16.6099620368048,87515.7254926757
FL,20230103,EI,4.83514598328395,3775689.66787681
FL,20230103,RC,6.12517552502736,298050.348100956
FL,20230130,EI,3.72480096978823,3828882.64517543
FL,20230130,RC,4.71858756997642,288802.868356679
FL,20230213,EI,3.18672672326442,3498193.76864689
FL,20230213,RC,4.03695371303614,338978.284489995
FL,20230216,EI,3.26375472737998,3846588.51220794
FL,20230216,RC,4.1345329892734,286257.031028887
FL,20230306,EI,3.22743767176832,4389606.90475119
FL,20230306,RC,4.08852644863478,264839.640146583
FL,20230315,EI,3.20936311836022,3659512.75081787
FL,20230315,RC,4.06562955730123,306864.660977433
FL,20230403,EI,2.72998886929106,4571383.39141982
FL,20230403,RC,3.45835701002386,246850.919349239
FL,20230410,EI,2.80541920628353,3867215.01579818
FL,20230410,RC,3.55391235738838,257058.045863035
FL,20230517,EI,2.92181225029657,5078437.3481994
FL,20230517,RC,3.70135936869616,217677.910201661
FL,20230530,EI,2.73697868154453,4586140.00332667
FL,20230530,RC,3.4672117223919,208728.898573442
FL,20230615,EI,2.82393303817884,5418574.13874357
FL,20230615,RC,3.57736572785364,201916.110023523
FL,20230630,EI,3.20999140477739,5660059.84395141
FL,20230630,RC,4.06642547217091,195177.794356269
FL,20230710,EI,3.29884604050191,5887871.28181649
FL,20230710,RC,4.17898675613351,191449.022633859
FL,20230727,EI,3.19170675281303,5345686.79486526
FL,20230727,RC,4.04326242743907,186835.79445193
FL,20230803,EI,3.15133027327,5570925.84671744
FL,20230803,RC,3.9921133979912,185662.991163317
FL,20230831,EI,3.2994995320366,5461602.06731702
FL,20230831,RC,4.17981460091171,186025.730612301
FL,20230906,EI,3.20785099957286,5261113.45455058
FL,20230906,RC,4.063714001283,187147.758007829
FL,20230912,EI,3.50260017771923,5571424.59650853
FL,20230912,RC,4.43710302784925,188601.209990873
FL,20231005,EI,3.75930840228262,5067230.4003389
FL,20231005,RC,4.76230167533682,196639.219996805
FL,20231020,EI,3.34732939929275,4036299.74399105
FL,20231020,RC,4.24040560132731,196349.810250496
FL,20231121,EI,3.38595243082305,4033972.69752976
FL,20231121,RC,4.2893333582657,227454.09675008
FL,20231129,EI,3.47607283772709,3587609.06888909
FL,20231129,RC,4.40349812445528,295968.553412391
FL,20231218,EI,3.33445505544931,3342671.10561449
FL,20231218,RC,4.22409634901451,266762.931088373
FL,20231228,EI,3.28295768007558,3285766.6182963
FL,20231228,RC,4.15885933976332,272670.637120783
GA,20230103,EI,4.38164263588628,1429742.00941177
GA,20230103,RC,6.8300511560425,711127.755552304
GA,20230130,EI,3.37544032710464,1353659.2958676
GA,20230130,RC,5.26159525641696,973629.381779479
GA,20230213,EI,2.8878337340479,1381066.81744884
GA,20230213,RC,4.5015200400301,1383488.19613186
GA,20230216,EI,2.95763704260503,1285132.67202086
GA,20230216,RC,4.61032858694388,630095.912678276
GA,20230306,EI,2.92472627634729,1278506.30459136
GA,20230306,RC,4.5590276854774,537523.821033555
GA,20230315,EI,2.90834699139678,1394819.18039731
GA,20230315,RC,4.53349585565742,1477215.67495384
GA,20230403,EI,2.473934740861,1296824.97957901
GA,20230403,RC,3.85633933228642,441542.263934208
GA,20230410,EI,2.5422902324528,1306466.60236883
GA,20230410,RC,3.96289103975445,593036.411470323
GA,20230517,EI,2.64776641164806,1738817.04224665
GA,20230517,RC,4.1273060227901,234501.111254577
GA,20230530,EI,2.4802689569307,1606755.41806919
GA,20230530,RC,3.86621303112144,263807.875776319
GA,20230615,EI,2.55906759459793,1804291.54407424
GA,20230615,RC,3.98904338745532,225217.213431811
GA,20230630,EI,2.90891634888103,2397117.94725438
GA,20230630,RC,4.53438336316697,222642.328933124
GA,20230710,EI,2.98943703256518,2422827.96741511
GA,20230710,RC,4.65989802385107,222131.217919617
GA,20230727,EI,2.89234667116988,2717832.0809487
GA,20230727,RC,4.5085547514314,221822.520113437
GA,20230803,EI,2.8557572269495,2577232.73709276
GA,20230803,RC,4.45151957157681,221592.362698258
GA,20230831,EI,2.99002923110075,1986689.25023302
GA,20230831,RC,4.66082113571313,219131.986726106
GA,20230906,EI,2.90697669892327,2126363.37984247
GA,20230906,RC,4.53135986044499,218305.826341072
GA,20230912,EI,3.17408043691246,2101937.27045641
GA,20230912,RC,4.94771791290112,218169.99421689
GA,20231005,EI,3.40671120041336,1532745.04442238
GA,20231005,RC,5.31033991273452,245188.54402544
GA,20231020,EI,3.03337298666943,1282344.01210882
GA,20231020,RC,4.72838485380471,366973.810851828
GA,20231121,EI,3.06837344420792,1187433.95440039
GA,20231121,RC,4.78294314057938,454752.634582532
GA,20231129,EI,3.15004117846441,1294006.21663558
GA,20231129,RC,4.91024580972027,1463696.46801452
GA,20231218,EI,3.02170616748993,1217379.21539154
GA,20231218,RC,4.71019875821315,900821.614280991
GA,20231228,EI,2.97503889077194,1202625.20613186
GA,20231228,RC,4.63745437584692,851142.955442069
IA,20230103,EI,5.48872433688647,893414.70997405
IA,20230103,RC,6.32152293774765,611738.005621568
IA,20230130,EI,4.2282913077734,1167173.84114305
IA,20230130,RC,4.86984567797241,1019995.9681579
IA,20230213,EI,3.61748426654706,922060.034048037
IA,20230213,RC,4.16636150120277,531781.627462376
IA,20230216,EI,3.70492433190859,992931.941057014
IA,20230216,RC,4.26706875938047,658266.169536675
IA,20230306,EI,3.66369821222804,923680.011460942
IA,20230306,RC,4.21958744219289,485445.16565318
IA,20230315,EI,3.64318047780753,986903.010164425
IA,20230315,RC,4.19595657264854,651658.796760877
IA,20230403,EI,3.09900805438144,877395.564000871
IA,20230403,RC,3.56921741694717,296853.244072933
IA,20230410,EI,3.18463449209841,865617.09844817
IA,20230410,RC,3.66783586758929,237034.600642317
IA,20230517,EI,3.31676066481941,917311.244411255
IA,20230517,RC,3.82000941106997,149699.948608296
IA,20230530,EI,3.10694269642917,1072184.4491054
IA,20230530,RC,3.57835597422002,119270.6936234
IA,20230615,EI,3.20565088333956,1106401.06455918
IA,20230615,RC,3.69204105465011,109821.690122089
IA,20230630,EI,3.64389369121627,1251122.63525899
IA,20230630,RC,4.19677800120754,96982.705611902
IA,20230710,EI,3.74475902252838,971148.156920986
IA,20230710,RC,4.31294752738103,102538.721243107
IA,20230727,EI,3.62313745871052,2068953.65187643
IA,20230727,RC,4.17287244650432,91142.8903495243
IA,20230803,EI,3.57730319296718,1064380.27851119
IA,20230803,RC,4.12008379390537,90686.2190386174
IA,20230831,EI,3.7455008480912,979595.206728269
IA,20230831,RC,4.31380190938738,103783.795844296
IA,20230906,EI,3.64146396227374,1324465.23165362
IA,20230906,RC,4.19397961194622,90744.9070033602
IA,20230912,EI,3.97605509829369,872281.050859375
IA,20230912,RC,4.57933792314846,117447.273430283
IA,20231005,EI,4.26746319321186,927773.277759105
IA,20231005,RC,4.91496107403082,127963.920660448
IA,20231020,EI,3.79979599395577,905472.636396094
IA,20231020,RC,4.37633520290415,192634.831184223
IA,20231121,EI,3.84363979388603,969537.38541187
IA,20231121,RC,4.42683137832228,364192.692595363
IA,20231129,EI,3.9459419937233,1188711.19181121
IA,20231129,RC,4.54465578763124,758896.338210189
IA,20231218,EI,3.78518139397902,1018924.29321395
IA,20231218,RC,4.35950314443145,541318.442331407
IA,20231228,EI,3.726722994072,997213.379290806
IA,20231228,RC,4.29217491054061,548808.678239294
ID,20230103,EI,6.46242270041675,286407.010682101
ID,20230103,RC,8.79428506035423,310183.463864524
ID,20230130,EI,4.9783891582411,422331.091544636
ID,20230130,RC,6.77476163794203,488347.500561877
ID,20230213,EI,4.25922509633549,285661.352313849
ID,20230213,RC,5.79609867224771,305800.566305912
ID,20230216,EI,4.36217700804304,315976.78378103
ID,20230216,RC,5.93619914246397,360992.614912095
ID,20230306,EI,4.31363738474966,279343.955490213
ID,20230306,RC,5.87014476877891,317772.449047429
ID,20230315,EI,4.28947980922904,224115.560864302
ID,20230315,RC,5.83727031668191,205388.602167695
ID,20230403,EI,3.64877133012833,213980.866382701
ID,20230403,RC,4.96537238195934,252707.503740921
ID,20230410,EI,3.74958787708792,181251.880151706
ID,20230410,RC,5.10256697504995,129957.035522028
ID,20230517,EI,3.90515320074121,169907.371632222
ID,20230517,RC,5.31426556939059,67403.5517622705
ID,20230530,EI,3.6581135757471,164594.359127539
ID,20230530,RC,4.97808562819593,63640.6112143399
ID,20230615,EI,3.77433257102799,134530.87162382
